Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),0.x (),0.y (),0.z (),1.x (),1.y (),1.z (),2.x (),2.y (),2.z (),3.x (),3.y (),3.z ()
1951,1711653654237,-157832.0,-162954.0,-144862.0,77640.0,-322866.0,86271.0,6697147.0,165332.0,-39335.0,-25083.0,2577.0,1187.0
1952,1711653654257,-175941.0,-55514.0,-144003.0,73822.0,-306813.0,81618.0,6540592.0,161479.0,-33766.0,-25433.0,180.0,2129.0
1953,1711653654277,-174867.0,-86754.0,-145620.0,59654.0,-316312.0,89926.0,6573104.0,167208.0,-39451.0,-23847.0,2151.0,2784.0
1954,1711653654297,-180779.0,-145884.0,-146300.0,76025.0,-314233.0,81670.0,6674237.0,163996.0,-38579.0,-28350.0,1483.0,2585.0
1955,1711653654316,-175767.0,-79268.0,-125212.0,83809.0,-303917.0,79122.0,6659528.0,169650.0,-40512.0,-24216.0,1170.0,2818.0
1956,1711653654337,-176173.0,-39786.0,-139562.0,79687.0,-317181.0,86003.0,6502486.0,170339.0,-45090.0,-29477.0,1825.0,2092.0
1957,1711653654356,-172835.0,-70377.0,-128195.0,85828.0,-311162.0,86785.0,6798953.0,165944.0,-40611.0,-27145.0,1506.0,1724.0
1958,1711653654378,-179777.0,-50654.0,-127480.0,84082.0,-313653.0,91338.0,6739906.0,161851.0,-39116.0,-27264.0,1561.0,1294.0
1959,1711653654398,-187678.0,-97306.0,-134953.0,86906.0,-327159.0,83579.0,6633953.0,163480.0,-36860.0,-24893.0,2433.0,1685.0
1960,1711653654417,-187048.0,-100654.0,-135441.0,85962.0,-324406.0,86533.0,6657722.0,163276.0,-39755.0,-28573.0,1415.0,2470.0
1961,1711653654437,-160225.0,-104654.0,-124346.0,86177.0,-322044.0,79821.0,6667231.0,164393.0,-43271.0,-26330.0,410.0,1912.0
1962,1711653654457,-180708.0,-112581.0,-132232.0,95608.0,-323239.0,79855.0,6583441.0,171642.0,-41388.0,-28015.0,1887.0,2144.0
1963,1711653654478,-174133.0,-140365.0,-153136.0,84057.0,-299232.0,81682.0,6507189.0,166557.0,-38956.0,-23751.0,625.0,2160.0
1964,1711653654497,-165044.0,-65827.0,-137920.0,86071.0,-324391.0,83616.0,6586210.0,163763.0,-43138.0,-26081.0,1431.0,2402.0
1965,1711653654517,-178799.0,-82499.0,-145511.0,81270.0,-313811.0,81788.0,6595606.0,166463.0,-39944.0,-25998.0,1760.0,1828.0
1966,1711653654538,-174715.0,-145735.0,-141831.0,86257.0,-321920.0,86149.0,6508256.0,163788.0,-36580.0,-27407.0,1629.0,1685.0
1967,1711653654558,-171236.0,-125876.0,-138926.0,79576.0,-322957.0,91487.0,6587029.0,165498.0,-37819.0,-23909.0,1648.0,2796.0
1968,1711653654578,-171313.0,-78877.0,-137523.0,81043.0,-341025.0,83765.0,6611618.0,166798.0,-38846.0,-24104.0,1316.0,307.0
1969,1711653654597,-164776.0,-110545.0,-127797.0,80135.0,-305700.0,83593.0,6760917.0,164034.0,-42502.0,-25986.0,-139.0,2226.0
1970,1711653654617,-148267.0,-106228.0,-138494.0,70107.0,-328205.0,89519.0,6411149.0,166435.0,-38383.0,-27450.0,810.0,2666.0
1971,1711653654637,-166298.0,-130258.0,-152593.0,65939.0,-315416.0,86465.0,6561307.0,164123.0,-45183.0,-25814.0,1896.0,1927.0
1972,1711653654657,-178554.0,-80261.0,-160408.0,79631.0,-328807.0,78260.0,6599468.0,163822.0,-40044.0,-25690.0,140.0,3091.0
1973,1711653654678,-149270.0,-62566.0,-131499.0,67779.0,-301329.0,90168.0,6601081.0,165898.0,-38399.0,-28186.0,1694.0,2297.0
1974,1711653654698,-151970.0,-92027.0,-142669.0,71308.0,-296193.0,87151.0,6663948.0,169551.0,-39473.0,-24694.0,559.0,2095.0
1975,1711653654717,-162913.0,-100251.0,-133459.0,73926.0,-312903.0,84764.0,6795068.0,166115.0,-39789.0,-25191.0,1219.0,1500.0
1976,1711653654737,-182380.0,-145977.0,-140090.0,71221.0,-298145.0,86763.0,6702729.0,167127.0,-38275.0,-26432.0,711.0,1505.0
1977,1711653654758,-177815.0,-59307.0,-142852.0,77676.0,-303337.0,90403.0,6646616.0,169889.0,-36729.0,-26457.0,1577.0,462.0
1978,1711653654777,-173433.0,-105014.0,-149018.0,75113.0,-293201.0,86825.0,6683221.0,162180.0,-39252.0,-26901.0,1642.0,1670.0
1979,1711653654797,-176226.0,-94261.0,-139308.0,80829.0,-300044.0,90189.0,6696663.0,166646.0,-41574.0,-26519.0,1837.0,2725.0
1980,1711653654817,-177300.0,-132648.0,-153487.0,93299.0,-311968.0,89174.0,6635266.0,165193.0,-40267.0,-25380.0,1632.0,1943.0
1981,1711653654837,-165682.0,-94020.0,-151955.0,92602.0,-315265.0,84887.0,6833798.0,170536.0,-38779.0,-24474.0,-164.0,2668.0
1982,1711653654857,-177548.0,-111771.0,-140834.0,85758.0,-319304.0,85705.0,6678515.0,160619.0,-37462.0,-25563.0,1906.0,2871.0
1983,1711653654876,-168818.0,-81990.0,-138963.0,74160.0,-316272.0,85429.0,6575851.0,172434.0,-42455.0,-27916.0,611.0,2343.0
1984,1711653654896,-172403.0,-64158.0,-127546.0,83197.0,-330318.0,83306.0,6732250.0,166475.0,-37300.0,-26348.0,1403.0,2126.0
1985,1711653654916,-175016.0,-87036.0,-137802.0,84429.0,-323010.0,87266.0,6627709.0,164461.0,-46874.0,-26680.0,1468.0,2616.0
1986,1711653654936,-176608.0,-81133.0,-129299.0,84159.0,-325601.0,85866.0,6719972.0,166146.0,-43569.0,-24927.0,2188.0,3166.0
1987,1711653654956,-174960.0,-174830.0,-139087.0,91381.0,-311719.0,82189.0,6720855.0,166574.0,-41062.0,-26488.0,2045.0,1077.0
1988,1711653654976,-162224.0,-97611.0,-149296.0,89984.0,-309410.0,80668.0,6510295.0,156622.0,-35280.0,-27616.0,909.0,2561.0
1989,1711653654996,-176928.0,-22233.0,-154881.0,94438.0,-328493.0,90571.0,6755297.0,166156.0,-39100.0,-26274.0,1009.0,1204.0
1990,1711653655016,-162354.0,-13522.0,-158003.0,93740.0,-313100.0,83539.0,6650420.0,163878.0,-42480.0,-26373.0,403.0,3010.0
1991,1711653655036,-178498.0,-97693.0,-151607.0,82909.0,-311648.0,82989.0,6743583.0,163906.0,-37781.0,-29812.0,1012.0,1822.0
1992,1711653655056,-179674.0,-67879.0,-118496.0,83864.0,-314286.0,91328.0,6732511.0,168080.0,-40543.0,-26420.0,1651.0,2275.0
1993,1711653655076,-176406.0,-64462.0,-146719.0,80789.0,-319335.0,83914.0,6815377.0,167912.0,-35494.0,-28018.0,2408.0,2151.0
1994,1711653655097,-171038.0,-36916.0,-136749.0,74776.0,-307326.0,82149.0,6934852.0,162865.0,-39420.0,-26217.0,628.0,673.0
1995,1711653655117,-175171.0,-175084.0,-130776.0,78679.0,-320899.0,85190.0,6377121.0,160079.0,-42359.0,-24284.0,2551.0,2008.0
1996,1711653655137,-173815.0,-70216.0,-133337.0,77173.0,-314373.0,91002.0,6744541.0,168691.0,-43411.0,-28173.0,863.0,2936.0
1997,1711653655157,-169240.0,-77580.0,-150291.0,70237.0,-305438.0,83731.0,6751214.0,165072.0,-40311.0,-25960.0,1378.0,1834.0
1998,1711653655177,-184100.0,-143656.0,-154707.0,67258.0,-306689.0,81829.0,6796961.0,165072.0,-37288.0,-27164.0,2064.0,1521.0
1999,1711653655197,-176763.0,-139664.0,-149037.0,70914.0,-307533.0,84445.0,6807239.0,161767.0,-36884.0,-27695.0,1213.0,2477.0
2000,1711653655218,-172689.0,-74264.0,-152305.0,89340.0,-316152.0,97099.0,6856124.0,166102.0,-30992.0,-25989.0,1664.0,1105.0
2001,1711653655237,-157484.0,-102038.0,-133746.0,84494.0,-324161.0,88746.0,6754023.0,166342.0,-35066.0,-26137.0,279.0,2467.0
2002,1711653655257,-146539.0,-46856.0,-158695.0,89441.0,-314534.0,87877.0,6767654.0,161916.0,-37719.0,-27826.0,1120.0,2455.0
2003,1711653655277,-169560.0,-88324.0,-109871.0,89190.0,-317517.0,77990.0,6753566.0,164734.0,-31854.0,-29833.0,130.0,1316.0
2004,1711653655298,-171810.0,-137855.0,-136002.0,79963.0,-313271.0,82502.0,6804945.0,156886.0,-29241.0,-26534.0,1173.0,2585.0
2005,1711653655317,-176068.0,-89252.0,-140105.0,83241.0,-320810.0,83467.0,6777268.0,162000.0,-38303.0,-27102.0,826.0,2278.0
2006,1711653655338,-162171.0,-98896.0,-158675.0,81733.0,-317257.0,84534.0,6727155.0,159237.0,-37389.0,-26867.0,2081.0,2447.0
2007,1711653655358,-171655.0,-71438.0,-147017.0,77087.0,-329645.0,93085.0,6779845.0,161659.0,-33312.0,-23369.0,1220.0,1996.0
2008,1711653655377,-170584.0,-144466.0,-138929.0,78393.0,-306329.0,88290.0,6626555.0,165439.0,-38191.0,-29399.0,1896.0,2961.0
2009,1711653655397,-122453.0,-72990.0,-125323.0,75547.0,-313932.0,82642.0,6682523.0,163806.0,-35109.0,-24824.0,1474.0,2542.0
2010,1711653655418,-161221.0,-39364.0,-135016.0,75013.0,-324580.0,84231.0,6646229.0,162400.0,-32512.0,-25985.0,2054.0,1626.0
2011,1711653655438,-177654.0,-129606.0,-133610.0,84752.0,-319916.0,91424.0,6649177.0,159781.0,-46446.0,-25262.0,1055.0,1009.0
2012,1711653655457,-169811.0,-79181.0,-130736.0,77332.0,-313933.0,92467.0,6645357.0,163195.0,-41571.0,-28573.0,1952.0,1629.0
2013,1711653655478,-185779.0,-112326.0,-122902.0,74081.0,-297233.0,78600.0,6480312.0,160317.0,-37746.0,-23836.0,2097.0,2381.0
2014,1711653655496,-162919.0,-78399.0,-121075.0,71417.0,-309196.0,87328.0,6613409.0,166944.0,-41487.0,-26836.0,1344.0,2151.0
2015,1711653655517,-163747.0,-125497.0,-127502.0,71836.0,-292295.0,85180.0,6626863.0,165448.0,-39944.0,-26708.0,2449.0,1757.0
2016,1711653655536,-166047.0,-104834.0,-134255.0,63354.0,-302319.0,83483.0,6593361.0,163443.0,-36239.0,-24874.0,1909.0,763.0
2017,1711653655556,-155017.0,-155942.0,-159036.0,73232.0,-295455.0,84370.0,6635909.0,163213.0,-38989.0,-24483.0,2958.0,1334.0
2018,1711653655577,-161438.0,-146477.0,-126552.0,80621.0,-330831.0,77990.0,6569685.0,162633.0,-32720.0,-24412.0,1257.0,1611.0
2019,1711653655596,-164918.0,-60341.0,-129155.0,74031.0,-293605.0,77125.0,6621947.0,162969.0,-37213.0,-28033.0,1459.0,2008.0
2020,1711653655617,-183038.0,-104099.0,-126469.0,70042.0,-306165.0,89963.0,6321906.0,165566.0,-40668.0,-26699.0,1490.0,2266.0
2021,1711653655637,-109421.0,-117739.0,-126416.0,80432.0,-308117.0,77667.0,6532259.0,163344.0,-40773.0,-24803.0,1552.0,1735.0
2022,1711653655658,-169563.0,-83560.0,-139934.0,85478.0,-315000.0,80112.0,6526758.0,160783.0,-39311.0,-25957.0,999.0,1133.0
2023,1711653655678,-180819.0,-101951.0,-137231.0,77394.0,-309212.0,81177.0,6720532.0,164653.0,-42263.0,-26165.0,1294.0,1468.0
2024,1711653655697,-159527.0,-92017.0,-132942.0,75153.0,-307934.0,81112.0,6541892.0,160932.0,-37766.0,-25386.0,804.0,2030.0
2025,1711653655717,-167242.0,-101176.0,-132246.0,82800.0,-324214.0,79017.0,6552268.0,157576.0,-38567.0,-25693.0,1491.0,388.0
2026,1711653655737,-165308.0,-106625.0,-126636.0,89851.0,-317129.0,86568.0,6430255.0,168747.0,-39628.0,-25396.0,1837.0,1204.0
2027,1711653655757,-162124.0,-145595.0,-130010.0,97535.0,-326160.0,87129.0,6422282.0,160973.0,-38563.0,-26888.0,968.0,1996.0
2028,1711653655778,-179032.0,-115765.0,-145362.0,81903.0,-317973.0,86012.0,6533410.0,168533.0,-37064.0,-27155.0,2272.0,1707.0
2029,1711653655797,-164551.0,-99826.0,-138929.0,76109.0,-315366.0,85413.0,6565701.0,162922.0,-38917.0,-26826.0,1248.0,3141.0
2030,1711653655817,-168207.0,-128532.0,-139031.0,83259.0,-302707.0,83048.0,6752532.0,162239.0,-36717.0,-25091.0,177.0,2148.0
2031,1711653655837,-162581.0,-137725.0,-142307.0,91124.0,-300208.0,84167.0,6517172.0,163228.0,-38697.0,-24909.0,884.0,3259.0
2032,1711653655857,-149748.0,-127139.0,-143026.0,90630.0,-345696.0,78347.0,6523425.0,166674.0,-34603.0,-26261.0,1148.0,1570.0
2033,1711653655877,-168402.0,-102411.0,-153698.0,94742.0,-305792.0,86807.0,6577914.0,165783.0,-36214.0,-29213.0,2452.0,1558.0
2034,1711653655897,-160209.0,-155383.0,-137210.0,88939.0,-295237.0,84243.0,6485574.0,165107.0,-38104.0,-28431.0,28.0,407.0
2035,1711653655918,-163235.0,-80668.0,-141862.0,90425.0,-310630.0,86434.0,6589044.0,169169.0,-41819.0,-24741.0,1046.0,1871.0
2036,1711653655937,-160290.0,-150632.0,-137675.0,93423.0,-290343.0,88911.0,6661170.0,166469.0,-42266.0,-21619.0,773.0,2849.0
2037,1711653655957,-159426.0,-54856.0,-143116.0,93291.0,-294713.0,76904.0,6767564.0,160011.0,-37892.0,-22671.0,780.0,3161.0
2038,1711653655978,-134373.0,-104419.0,-144701.0,96340.0,-314466.0,91369.0,6625698.0,167074.0,-41682.0,-27084.0,2613.0,1611.0
2039,1711653655997,-176186.0,-140996.0,-138408.0,83877.0,-331116.0,81649.0,6551748.0,165910.0,-42418.0,-21280.0,1645.0,1614.0
2040,1711653656017,-157376.0,-80327.0,-122831.0,87989.0,-304812.0,84811.0,6550155.0,168691.0,-42638.0,-25678.0,736.0,2070.0
2041,1711653656037,-147612.0,-80081.0,-138451.0,80174.0,-320773.0,92346.0,6866927.0,165029.0,-38743.0,-25883.0,1465.0,2086.0
2042,1711653656058,-160184.0,-106001.0,-146011.0,81850.0,-318954.0,71227.0,6709117.0,163803.0,-39640.0,-24660.0,2356.0,2945.0
2043,1711653656077,-162562.0,-74213.0,-144146.0,71218.0,-314532.0,95748.0,6575990.0,169073.0,-36382.0,-24936.0,835.0,2300.0
2044,1711653656097,-148528.0,-93038.0,-132051.0,67292.0,-281390.0,80201.0,6606335.0,160020.0,-40241.0,-26299.0,2498.0,404.0
2045,1711653656117,-163452.0,-79032.0,-124306.0,79836.0,-306745.0,80863.0,6597878.0,172918.0,-43042.0,-24281.0,1266.0,1285.0
2046,1711653656137,-165162.0,-87772.0,-119092.0,88883.0,-308815.0,90376.0,6556482.0,165041.0,-43290.0,-25203.0,1418.0,2545.0
2047,1711653656157,-105036.0,-76273.0,-137768.0,92511.0,-296131.0,81236.0,6605935.0,173172.0,-40407.0,-28049.0,1648.0,2132.0
2048,1711653656176,-162760.0,-82204.0,-135518.0,82955.0,-300501.0,82040.0,6850337.0,162739.0,-34867.0,-26814.0,1642.0,1831.0
2049,1711653656197,-132542.0,-73459.0,-139075.0,74030.0,-308517.0,94326.0,6529835.0,169299.0,-41701.0,-26646.0,1617.0,1334.0
2050,1711653656218,-154383.0,-76680.0,-116798.0,68649.0,-314510.0,75973.0,6452891.0,160067.0,-41163.0,-24268.0,1888.0,1724.0
2051,1711653656238,-166277.0,-181549.0,-135192.0,71842.0,-295371.0,83504.0,6559161.0,171019.0,-36841.0,-26233.0,1611.0,2504.0
2052,1711653656258,-98733.0,-81292.0,-126683.0,78821.0,-322427.0,77555.0,6550945.0,163747.0,-38669.0,-24471.0,1691.0,1341.0
2053,1711653656278,-116438.0,-125730.0,-141890.0,75640.0,-321282.0,80572.0,6597723.0,160389.0,-39820.0,-25504.0,1353.0,1465.0
2054,1711653656298,-171689.0,-127096.0,-136722.0,80516.0,-316124.0,86422.0,6597511.0,168967.0,-43349.0,-24266.0,1012.0,2896.0
2055,1711653656317,-156277.0,-101833.0,-145676.0,90102.0,-305777.0,87790.0,6906775.0,168986.0,-42502.0,-25340.0,968.0,1642.0
2056,1711653656338,-151437.0,-84104.0,-117628.0,86842.0,-301032.0,85491.0,6524732.0,158195.0,-37809.0,-27104.0,632.0,2122.0
2057,1711653656358,-184329.0,-125233.0,-141132.0,86673.0,-335514.0,92377.0,6608102.0,163148.0,-37778.0,-27065.0,1369.0,987.0
2058,1711653656377,-175596.0,-174172.0,-141787.0,85159.0,-308250.0,80057.0,6673265.0,160979.0,-32658.0,-23617.0,1232.0,1539.0
2059,1711653656397,-181285.0,-73794.0,-136735.0,82303.0,-309836.0,83995.0,6545117.0,166363.0,-39647.0,-26299.0,1276.0,332.0
2060,1711653656418,-173653.0,-62795.0,-129277.0,75426.0,-322113.0,85373.0,6592272.0,162475.0,-38812.0,-25278.0,1645.0,2849.0
2061,1711653656438,-191880.0,-27329.0,-125885.0,71559.0,-300302.0,79439.0,6640556.0,167375.0,-39246.0,-26476.0,1726.0,1617.0
2062,1711653656458,-171903.0,-167273.0,-119442.0,72760.0,-298856.0,82636.0,6821545.0,162642.0,-36723.0,-27000.0,1139.0,1611.0
2063,1711653656477,-171019.0,-103168.0,-118573.0,74173.0,-315972.0,87335.0,6506390.0,160061.0,-38053.0,-26122.0,925.0,2072.0
2064,1711653656497,-189822.0,-115461.0,-153177.0,80640.0,-320878.0,77838.0,6666360.0,162351.0,-40295.0,-27112.0,1822.0,-621.0
2065,1711653656518,-173740.0,-141554.0,-144506.0,87809.0,-310522.0,83626.0,6748357.0,174203.0,-34029.0,-25576.0,1812.0,2262.0
2066,1711653656537,-163350.0,-122651.0,-141738.0,80758.0,-312790.0,87260.0,6877469.0,166391.0,-41338.0,-27658.0,838.0,1387.0
2067,1711653656557,-167406.0,-164082.0,-142228.0,71783.0,-317269.0,81953.0,6639272.0,166041.0,-41440.0,-26112.0,1642.0,1660.0
2068,1711653656578,-162900.0,-103149.0,-136027.0,78049.0,-309945.0,88203.0,6748081.0,164725.0,-40488.0,-26339.0,2082.0,1924.0
2069,1711653656598,-183186.0,-32548.0,-135625.0,80034.0,-300344.0,82598.0,6505670.0,168341.0,-39426.0,-26931.0,979.0,2087.0
2070,1711653656618,-171323.0,-34709.0,-145173.0,83663.0,-312949.0,83818.0,6706320.0,159703.0,-44469.0,-27742.0,2278.0,1397.0
2071,1711653656637,-178976.0,-45037.0,-124290.0,82123.0,-321430.0,82865.0,6601271.0,167263.0,-39858.0,-28303.0,2253.0,1356.0
2072,1711653656657,-179426.0,-57920.0,-145400.0,86465.0,-311260.0,85571.0,6713454.0,163514.0,-41754.0,-30529.0,990.0,1788.0
2073,1711653656678,-178942.0,-165854.0,-134147.0,83594.0,-298862.0,87328.0,6848373.0,161143.0,-43274.0,-26953.0,1921.0,2387.0
2074,1711653656698,-166168.0,-131940.0,-138166.0,88355.0,-315068.0,84876.0,6633090.0,161047.0,-32983.0,-25181.0,1353.0,2470.0
2075,1711653656717,-174903.0,-142689.0,-122501.0,79026.0,-291871.0,74349.0,6375616.0,160257.0,-37156.0,-25011.0,1336.0,1269.0
2076,1711653656738,-163890.0,-122416.0,-138606.0,86189.0,-306987.0,93203.0,6639780.0,167521.0,-39373.0,-25166.0,1996.0,1384.0
2077,1711653656756,-172263.0,-99071.0,-131682.0,91552.0,-310758.0,76717.0,6591795.0,165616.0,-35683.0,-25963.0,2681.0,1316.0
2078,1711653656778,-176341.0,-70402.0,-144279.0,92241.0,-306928.0,76677.0,6672678.0,166975.0,-42694.0,-27692.0,1971.0,959.0
2079,1711653656796,-175174.0,-20591.0,-154480.0,84870.0,-309374.0,80503.0,6694582.0,165674.0,-43842.0,-24331.0,2033.0,1769.0
2080,1711653656817,-170674.0,-99633.0,-132334.0,78455.0,-302000.0,80199.0,6842109.0,167322.0,-39737.0,-26426.0,760.0,2418.0
2081,1711653656837,-179708.0,-109232.0,-127210.0,77062.0,-309222.0,97209.0,6564136.0,170693.0,-44755.0,-28244.0,838.0,2266.0
2082,1711653656857,-178055.0,-101343.0,-141382.0,70206.0,-319563.0,83656.0,6482845.0,159742.0,-41132.0,-25048.0,647.0,2447.0
2083,1711653656877,-174612.0,-54081.0,-147901.0,74107.0,-305693.0,77052.0,6659520.0,157723.0,-45348.0,-25243.0,1266.0,2551.0
2084,1711653656897,-174569.0,-68192.0,-128427.0,75612.0,-310419.0,79796.0,6647919.0,168216.0,-39116.0,-27537.0,537.0,3060.0
2085,1711653656917,-174944.0,-29700.0,-131236.0,83815.0,-319643.0,84103.0,6699343.0,163549.0,-40367.0,-27394.0,1896.0,1859.0
2086,1711653656938,-184227.0,-87492.0,-135574.0,84318.0,-301966.0,85140.0,6699866.0,164675.0,-42229.0,-26302.0,2036.0,2511.0
2087,1711653656958,-177415.0,-31723.0,-133666.0,79724.0,-315019.0,86661.0,6824725.0,159502.0,-35643.0,-26544.0,1598.0,1015.0
2088,1711653656978,-173738.0,-132199.0,-134049.0,78344.0,-297884.0,84379.0,6508411.0,161435.0,-37816.0,-25967.0,2561.0,3313.0
2089,1711653656998,-184078.0,-111516.0,-121419.0,84749.0,-338776.0,87266.0,6533591.0,160324.0,-37347.0,-23735.0,2172.0,1688.0
2090,1711653657017,-180366.0,-159378.0,-134106.0,91502.0,-317700.0,79225.0,6634122.0,173073.0,-40674.0,-25765.0,1344.0,2284.0
2091,1711653657037,-180903.0,-144776.0,-135686.0,84243.0,-318923.0,80696.0,6937010.0,169364.0,-37508.0,-26209.0,1685.0,1651.0
2092,1711653657057,-179441.0,-160731.0,-139193.0,83737.0,-332345.0,84187.0,6676758.0,159607.0,-40543.0,-27419.0,1254.0,2234.0
2093,1711653657076,-181434.0,-114021.0,-146107.0,88203.0,-329652.0,82251.0,6571604.0,161507.0,-38315.0,-27090.0,968.0,1064.0
2094,1711653657096,-178964.0,-158542.0,-142592.0,84155.0,-307591.0,75834.0,6459489.0,169942.0,-37311.0,-27032.0,1194.0,2229.0
2095,1711653657117,-167807.0,-150837.0,-135016.0,96629.0,-314308.0,90742.0,6614147.0,166975.0,-40438.0,-25076.0,1161.0,2467.0
2096,1711653657136,-179547.0,-63552.0,-123356.0,89131.0,-325493.0,82881.0,6551941.0,168477.0,-39836.0,-25504.0,863.0,2027.0
2097,1711653657156,-168809.0,-79330.0,-127328.0,78477.0,-317142.0,83979.0,6602736.0,170814.0,-29806.0,-26212.0,1449.0,2284.0
2098,1711653657176,-173082.0,-97653.0,-146356.0,77372.0,-313653.0,83765.0,6884162.0,161280.0,-47185.0,-28331.0,1601.0,2601.0
2099,1711653657196,-165876.0,-137641.0,-146414.0,73899.0,-310801.0,90897.0,6606874.0,167717.0,-41645.0,-25914.0,1601.0,2293.0
2100,1711653657216,-179240.0,-49547.0,-137579.0,81146.0,-322740.0,76841.0,6636867.0,162441.0,-36199.0,-23695.0,1483.0,1918.0
2101,1711653657236,-179447.0,-134223.0,-124206.0,77972.0,-305785.0,82712.0,6435041.0,165862.0,-39199.0,-24215.0,1326.0,1213.0
2102,1711653657257,-174597.0,-115858.0,-121851.0,81065.0,-308247.0,83523.0,6607834.0,168101.0,-37757.0,-27403.0,2259.0,1819.0
2103,1711653657276,-153677.0,-112770.0,-124538.0,77757.0,-298782.0,88188.0,6661569.0,160184.0,-41105.0,-23170.0,925.0,2191.0
2104,1711653657296,-177455.0,-115396.0,-133576.0,78250.0,-294595.0,83163.0,6608366.0,166053.0,-42126.0,-24703.0,3764.0,881.0
2105,1711653657316,-182933.0,-52572.0,-138876.0,84262.0,-324264.0,84470.0,6949793.0,167139.0,-37738.0,-24936.0,2269.0,3547.0
2106,1711653657336,-176183.0,-94801.0,-155688.0,89628.0,-319832.0,89929.0,6606211.0,164433.0,-35314.0,-25904.0,1064.0,1803.0
2107,1711653657356,-174853.0,-70671.0,-129941.0,85181.0,-319424.0,74438.0,6405594.0,164839.0,-38413.0,-28500.0,2485.0,2476.0
2108,1711653657376,-182570.0,-136980.0,-142079.0,85441.0,-306183.0,85193.0,6651871.0,167763.0,-37952.0,-23080.0,630.0,1663.0
2109,1711653657397,-175246.0,-118710.0,-147870.0,81571.0,-307782.0,83871.0,6922451.0,163788.0,-40584.0,-27323.0,-549.0,515.0
2110,1711653657416,-176757.0,-95627.0,-147380.0,84501.0,-327439.0,88284.0,6641659.0,168272.0,-39603.0,-25523.0,2492.0,2231.0
2111,1711653657436,-178293.0,-86754.0,-155737.0,87064.0,-290263.0,83169.0,6640688.0,172930.0,-37542.0,-27258.0,1130.0,2244.0
2112,1711653657456,-173951.0,-147988.0,-146073.0,96930.0,-304734.0,92259.0,6676967.0,165386.0,-43259.0,-26699.0,-847.0,978.0
2113,1711653657476,-174740.0,-104366.0,-124113.0,91356.0,-338717.0,85516.0,6634046.0,165830.0,-37834.0,-23083.0,1642.0,2737.0
2114,1711653657496,-168748.0,-92207.0,-131792.0,79061.0,-310452.0,76920.0,6487503.0,158507.0,-38444.0,-26618.0,625.0,2046.0
2115,1711653657516,-167819.0,-116413.0,-156156.0,74287.0,-325524.0,83619.0,6657345.0,171422.0,-40391.0,-24818.0,146.0,2954.0
2116,1711653657536,-166146.0,-105381.0,-131161.0,77478.0,-309318.0,88486.0,6898410.0,166174.0,-35820.0,-27146.0,810.0,1865.0
2117,1711653657556,-165929.0,-39414.0,-138833.0,85202.0,-304247.0,91682.0,6575855.0,164284.0,-40162.0,-26010.0,524.0,2064.0
2118,1711653657577,-173238.0,-110430.0,-144779.0,84290.0,-310916.0,83005.0,6570698.0,162661.0,-40199.0,-27767.0,1915.0,1496.0
2119,1711653657596,-175270.0,-52672.0,-134081.0,72763.0,-307086.0,85776.0,6687261.0,167605.0,-44817.0,-26143.0,1490.0,2042.0
2120,1711653657616,-179476.0,-147979.0,-122438.0,67888.0,-310013.0,86021.0,6445017.0,164128.0,-43671.0,-27827.0,1333.0,2899.0
2121,1711653657636,-161752.0,-136331.0,-138553.0,67981.0,-331358.0,90043.0,6636156.0,163766.0,-39510.0,-25358.0,1744.0,2002.0
2122,1711653657657,-181791.0,-136207.0,-132697.0,71721.0,-314047.0,87967.0,6572409.0,167195.0,-38374.0,-28204.0,1865.0,1133.0
2123,1711653657676,-190558.0,-79020.0,-138122.0,67615.0,-333019.0,87291.0,6872389.0,167443.0,-40475.0,-26451.0,1552.0,2095.0
2124,1711653657696,-174907.0,-30249.0,-150787.0,68114.0,-297655.0,95900.0,6661535.0,165938.0,-41124.0,-26814.0,1406.0,2138.0
2125,1711653657716,-164672.0,-36196.0,-132207.0,69241.0,-325747.0,84746.0,6574321.0,164933.0,-37123.0,-26628.0,2669.0,2576.0
2126,1711653657737,-172772.0,-65647.0,-140509.0,74697.0,-315397.0,86878.0,6611759.0,171028.0,-40813.0,-28840.0,891.0,1859.0
2127,1711653657758,-168998.0,-25544.0,-127462.0,82503.0,-316917.0,78663.0,6775236.0,165366.0,-41324.0,-22892.0,1708.0,1655.0
2128,1711653657777,-177263.0,-155644.0,-133178.0,84861.0,-330102.0,93079.0,6639260.0,165895.0,-38877.0,-25501.0,596.0,1636.0
2129,1711653657797,-173352.0,-125702.0,-146663.0,84662.0,-301329.0,87024.0,6658179.0,162990.0,-38117.0,-25594.0,1518.0,1660.0
2130,1711653657817,-169557.0,-79194.0,-124715.0,82716.0,-319385.0,90118.0,6569808.0,161603.0,-36251.0,-25861.0,2408.0,1657.0
2131,1711653657837,-166758.0,-115911.0,-142765.0,89032.0,-309302.0,83787.0,6554838.0,170640.0,-40066.0,-25951.0,1502.0,2377.0
2132,1711653657857,-151970.0,-120662.0,-141167.0,83570.0,-327433.0,78418.0,6611301.0,168151.0,-38948.0,-26100.0,1356.0,1943.0
2133,1711653657877,-154140.0,-129268.0,-149975.0,86848.0,-310588.0,72120.0,6435052.0,172551.0,-37888.0,-24736.0,1768.0,1768.0
