Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),CZL635 (),Degraw (),TAL220 ()
87751,1697377519469,9.345336E7,660209.0,-703826.0,-953297.0
87752,1697377519471,9.34544E7,661907.0,-702678.0,-947549.0
87753,1697377519471,9.3455432E7,662776.0,-701972.0,-950814.0
87754,1697377519472,9.3456464E7,668269.0,-696631.0,-951658.0
87755,1697377519473,9.3457504E7,659792.0,-700861.0,-946997.0
87756,1697377519474,9.3458536E7,667586.0,-702512.0,-952352.0
87757,1697377519475,9.3459576E7,665808.0,-700169.0,-947655.0
87758,1697377519476,9.3460608E7,668199.0,-697683.0,-947939.0
87759,1697377519477,9.3461648E7,670559.0,-695470.0,-943923.0
87760,1697377519479,9.346268E7,671037.0,-695681.0,-943999.0
87761,1697377519479,9.3463712E7,670353.0,-696032.0,-939614.0
87762,1697377519480,9.3464752E7,669428.0,-698811.0,-940014.0
87763,1697377519482,9.3465784E7,672151.0,-696972.0,-948080.0
87764,1697377519484,9.3466824E7,671116.0,-692264.0,-947512.0
87765,1697377519484,9.3467856E7,670010.0,-702270.0,-944688.0
87766,1697377519485,9.3468896E7,663331.0,-696924.0,-948623.0
87767,1697377519486,9.3469928E7,663561.0,-697770.0,-946218.0
87768,1697377519488,9.347096E7,660304.0,-700912.0,-945456.0
87769,1697377519488,9.3472E7,666644.0,-696778.0,-949602.0
87770,1697377519489,9.3473032E7,668354.0,-697121.0,-945791.0
87771,1697377519491,9.3474072E7,660313.0,-700999.0,-946736.0
87772,1697377519491,9.3475104E7,659579.0,-700302.0,-950893.0
87773,1697377519492,9.3476144E7,666607.0,-699579.0,-948179.0
87774,1697377519493,9.3477176E7,669628.0,-700079.0,-951826.0
87775,1697377519494,9.3478208E7,667015.0,-700611.0,-948364.0
87776,1697377519495,9.3479248E7,670584.0,-699028.0,-945147.0
87777,1697377519497,9.348028E7,673284.0,-698448.0,-947731.0
87778,1697377519497,9.348132E7,667696.0,-695579.0,-946511.0
87779,1697377519499,9.3482352E7,670649.0,-693085.0,-943521.0
87780,1697377519500,9.3483384E7,676122.0,-697956.0,-950341.0
87781,1697377519501,9.3484424E7,673692.0,-701058.0,-936718.0
87782,1697377519503,9.3485456E7,672997.0,-693675.0,-941316.0
87783,1697377519503,9.3486496E7,668536.0,-697934.0,-944117.0
87784,1697377519504,9.3487528E7,667400.0,-696913.0,-944722.0
87785,1697377519505,9.348856E7,666866.0,-691490.0,-943743.0
87786,1697377519506,9.34896E7,669577.0,-703286.0,-945951.0
87787,1697377519508,9.3490632E7,665693.0,-695276.0,-949970.0
87788,1697377519508,9.3491672E7,664267.0,-699236.0,-950339.0
87789,1697377519509,9.3492704E7,664689.0,-698516.0,-947388.0
87790,1697377519510,9.3493744E7,666624.0,-694632.0,-950029.0
87791,1697377519512,9.3494776E7,661131.0,-701798.0,-948229.0
87792,1697377519512,9.3495808E7,664022.0,-701306.0,-952814.0
87793,1697377519513,9.3496848E7,666393.0,-699179.0,-949748.0
87794,1697377519515,9.349788E7,670972.0,-698637.0,-951669.0
87795,1697377519515,9.349892E7,667575.0,-692646.0,-945889.0
87796,1697377519517,9.3499952E7,663935.0,-698164.0,-942669.0
87797,1697377519517,9.3500992E7,668542.0,-695568.0,-945712.0
87798,1697377519519,9.3502024E7,674789.0,-699947.0,-947158.0
87799,1697377519519,9.3503056E7,671737.0,-695025.0,-948297.0
87800,1697377519520,9.3504096E7,677911.0,-696820.0,-938726.0
87801,1697377519521,9.3505128E7,671220.0,-698330.0,-944297.0
87802,1697377519523,9.3506168E7,671734.0,-697070.0,-940183.0
87803,1697377519523,9.35072E7,671146.0,-694983.0,-944809.0
87804,1697377519524,9.350824E7,668168.0,-696719.0,-943184.0
87805,1697377519525,9.3509272E7,666166.0,-697160.0,-946252.0
87806,1697377519526,9.3510304E7,665280.0,-703083.0,-945138.0
87807,1697377519527,9.3511344E7,666143.0,-695945.0,-941443.0
87808,1697377519529,9.3512376E7,661306.0,-696960.0,-946311.0
87809,1697377519529,9.3513416E7,669316.0,-695318.0,-956909.0
87810,1697377519531,9.3514448E7,668072.0,-698780.0,-951984.0
87811,1697377519531,9.3515488E7,659112.0,-696044.0,-953435.0
87812,1697377519533,9.351652E7,662211.0,-700484.0,-951635.0
87813,1697377519533,9.3517552E7,665257.0,-697599.0,-953317.0
87814,1697377519534,9.3518592E7,662504.0,-696794.0,-948344.0
87815,1697377519536,9.3519624E7,666531.0,-695318.0,-942306.0
87816,1697377519536,9.3520664E7,669259.0,-700288.0,-946460.0
87817,1697377519538,9.3521696E7,675196.0,-693512.0,-940765.0
87818,1697377519538,9.3522736E7,667530.0,-699368.0,-946688.0
87819,1697377519540,9.3523768E7,674226.0,-694727.0,-947242.0
87820,1697377519540,9.35248E7,674415.0,-701781.0,-948775.0
87821,1697377519541,9.352584E7,671701.0,-698774.0,-944730.0
87822,1697377519542,9.3526872E7,670781.0,-692640.0,-943763.0
87823,1697377519544,9.3527912E7,667029.0,-696761.0,-945841.0
87824,1697377519545,9.3528944E7,664163.0,-695295.0,-947782.0
87825,1697377519546,9.3529984E7,665583.0,-699846.0,-951992.0
87826,1697377519548,9.3531016E7,665513.0,-698012.0,-948083.0
87827,1697377519548,9.3532048E7,669481.0,-702093.0,-946994.0
87828,1697377519550,9.3533088E7,662695.0,-701368.0,-952558.0
87829,1697377519550,9.353412E7,663916.0,-702768.0,-950867.0
87830,1697377519551,9.353516E7,664273.0,-704754.0,-952366.0
87831,1697377519552,9.3536192E7,661500.0,-703117.0,-948074.0
87832,1697377519554,9.3537232E7,662737.0,-696960.0,-949531.0
87833,1697377519554,9.3538264E7,670801.0,-701564.0,-950077.0
87834,1697377519556,9.3539296E7,665952.0,-700234.0,-946342.0
87835,1697377519558,9.3540336E7,667268.0,-698437.0,-945791.0
87836,1697377519558,9.3541368E7,666961.0,-695250.0,-944109.0
87837,1697377519560,9.3542408E7,670868.0,-692725.0,-945836.0
87838,1697377519560,9.354344E7,672111.0,-694944.0,-944351.0
87839,1697377519561,9.354448E7,667186.0,-694618.0,-941552.0
87840,1697377519563,9.3545512E7,672173.0,-693886.0,-940343.0
87841,1697377519563,9.3546544E7,671504.0,-693768.0,-943676.0
87842,1697377519565,9.3547584E7,667105.0,-701598.0,-943096.0
87843,1697377519565,9.3548616E7,669400.0,-692008.0,-944534.0
87844,1697377519566,9.3549656E7,669026.0,-694612.0,-946916.0
87845,1697377519568,9.3550688E7,667049.0,-695532.0,-949275.0
87846,1697377519568,9.355172E7,658445.0,-695906.0,-947099.0
87847,1697377519569,9.355276E7,665507.0,-705117.0,-954526.0
87848,1697377519570,9.3553792E7,668641.0,-702071.0,-947540.0
87849,1697377519570,9.3554832E7,661477.0,-698358.0,-951874.0
87850,1697377519571,9.3555864E7,660006.0,-698457.0,-956894.0
87851,1697377519574,9.3556896E7,666135.0,-697070.0,-947411.0
87852,1697377519574,9.3557936E7,668576.0,-701376.0,-945237.0
87853,1697377519576,9.3558968E7,669304.0,-698502.0,-946708.0
87854,1697377519576,9.3560008E7,669181.0,-693048.0,-946767.0
87855,1697377519577,9.356104E7,668061.0,-700380.0,-946831.0
87856,1697377519579,9.356208E7,671459.0,-698277.0,-945304.0
87857,1697377519579,9.3563112E7,668621.0,-697602.0,-943724.0
87858,1697377519580,9.3564144E7,671897.0,-700639.0,-944342.0
87859,1697377519582,9.3565184E7,672404.0,-696103.0,-942694.0
87860,1697377519582,9.3566216E7,671926.0,-700698.0,-948876.0
87861,1697377519584,9.3567256E7,670280.0,-697990.0,-947329.0
87862,1697377519584,9.3568288E7,664647.0,-698524.0,-947993.0
87863,1697377519585,9.3569328E7,667201.0,-697095.0,-951171.0
87864,1697377519587,9.357036E7,668320.0,-702554.0,-946049.0
87865,1697377519587,9.3571392E7,661868.0,-691532.0,-946305.0
87866,1697377519588,9.3572432E7,663404.0,-698791.0,-947155.0
87867,1697377519589,9.3573464E7,667040.0,-699677.0,-946885.0
87868,1697377519590,9.3574504E7,660189.0,-698637.0,-952932.0
87869,1697377519592,9.3575536E7,658046.0,-696640.0,-954639.0
87870,1697377519592,9.3576568E7,663277.0,-695976.0,-951120.0
87871,1697377519594,9.3577608E7,669015.0,-698586.0,-948139.0
87872,1697377519594,9.357864E7,663364.0,-693318.0,-948904.0
87873,1697377519596,9.357968E7,668143.0,-696457.0,-946969.0
87874,1697377519596,9.3580712E7,669901.0,-699396.0,-945273.0
87875,1697377519598,9.3581744E7,669181.0,-695821.0,-945360.0
87876,1697377519598,9.3582784E7,669901.0,-693062.0,-942731.0
87877,1697377519600,9.3583816E7,671093.0,-698853.0,-940596.0
87878,1697377519601,9.3584856E7,673818.0,-693588.0,-944795.0
87879,1697377519603,9.3585888E7,666011.0,-694710.0,-938999.0
87880,1697377519603,9.3586928E7,670722.0,-695686.0,-943451.0
87881,1697377519605,9.358796E7,671779.0,-700777.0,-947222.0
87882,1697377519605,9.3588992E7,670483.0,-696100.0,-945689.0
87883,1697377519607,9.3590032E7,664936.0,-700994.0,-952617.0
87884,1697377519607,9.3591064E7,663806.0,-700946.0,-954566.0
87885,1697377519608,9.3592104E7,667735.0,-695658.0,-951461.0
87886,1697377519610,9.3593136E7,664790.0,-698316.0,-949444.0
87887,1697377519610,9.3594176E7,660782.0,-698465.0,-954090.0
87888,1697377519611,9.3595208E7,663989.0,-698904.0,-952971.0
87889,1697377519612,9.359624E7,665046.0,-699478.0,-947852.0
87890,1697377519614,9.359728E7,667392.0,-700400.0,-948803.0
87891,1697377519614,9.3598312E7,665581.0,-694789.0,-951590.0
87892,1697377519615,9.3599352E7,667119.0,-696384.0,-946643.0
87893,1697377519616,9.3600384E7,670961.0,-700583.0,-944643.0
87894,1697377519617,9.3601424E7,673936.0,-694837.0,-945740.0
87895,1697377519619,9.3602456E7,667513.0,-698670.0,-943608.0
87896,1697377519619,9.3603488E7,670685.0,-695909.0,-940585.0
87897,1697377519621,9.3604528E7,667471.0,-693841.0,-941839.0
87898,1697377519621,9.360556E7,669251.0,-699933.0,-938852.0
87899,1697377519623,9.36066E7,672899.0,-694705.0,-939775.0
87900,1697377519624,9.3607632E7,668216.0,-698822.0,-946151.0
87901,1697377519625,9.3608664E7,664891.0,-697098.0,-948060.0
87902,1697377519626,9.3609704E7,663750.0,-699134.0,-946190.0
87903,1697377519626,9.3610736E7,671144.0,-694677.0,-946021.0
87904,1697377519628,9.3611776E7,668393.0,-703016.0,-941890.0
87905,1697377519630,9.3612808E7,670106.0,-699402.0,-946609.0
87906,1697377519630,9.361384E7,662222.0,-701489.0,-949945.0
87907,1697377519631,9.361488E7,661803.0,-696969.0,-947830.0
87908,1697377519633,9.3615912E7,664922.0,-701114.0,-951320.0
87909,1697377519633,9.3616952E7,667271.0,-700698.0,-956664.0
87910,1697377519634,9.3617984E7,669588.0,-701742.0,-950611.0
87911,1697377519636,9.3619024E7,667206.0,-700034.0,-950502.0
87912,1697377519636,9.3620056E7,662568.0,-701550.0,-943681.0
87913,1697377519638,9.3621088E7,668551.0,-690925.0,-947059.0
87914,1697377519638,9.3622128E7,668821.0,-701415.0,-944210.0
87915,1697377519640,9.362316E7,672274.0,-695762.0,-943617.0
87916,1697377519640,9.36242E7,668742.0,-698949.0,-944058.0
87917,1697377519641,9.3625232E7,674915.0,-697171.0,-946317.0
87918,1697377519642,9.3626272E7,668191.0,-694913.0,-941347.0
87919,1697377519644,9.3627304E7,669698.0,-695180.0,-944908.0
87920,1697377519644,9.3628336E7,669875.0,-698977.0,-948401.0
87921,1697377519646,9.3629376E7,663243.0,-694826.0,-947056.0
87922,1697377519646,9.3630408E7,665811.0,-697832.0,-949059.0
87923,1697377519647,9.3631448E7,670424.0,-695743.0,-946398.0
87924,1697377519649,9.363248E7,669844.0,-699075.0,-946786.0
87925,1697377519649,9.363352E7,664017.0,-700529.0,-950201.0
87926,1697377519650,9.3634552E7,663100.0,-700909.0,-946907.0
87927,1697377519651,9.3635584E7,664787.0,-702268.0,-957243.0
87928,1697377519653,9.3636624E7,660358.0,-700259.0,-950744.0
87929,1697377519653,9.3637656E7,668683.0,-699239.0,-950333.0
87930,1697377519654,9.3638696E7,666151.0,-699025.0,-946769.0
87931,1697377519656,9.3639728E7,665476.0,-699382.0,-946949.0
87932,1697377519656,9.364076E7,670919.0,-692238.0,-941845.0
87933,1697377519658,9.36418E7,668874.0,-698066.0,-944309.0
87934,1697377519658,9.3642832E7,667684.0,-695568.0,-944936.0
87935,1697377519659,9.3643872E7,673886.0,-693344.0,-944328.0
87936,1697377519661,9.3644904E7,675270.0,-695335.0,-945268.0
87937,1697377519661,9.3645936E7,668767.0,-700237.0,-942390.0
87938,1697377519662,9.3646976E7,665617.0,-694362.0,-941791.0
87939,1697377519664,9.3648008E7,667437.0,-690396.0,-944505.0
87940,1697377519665,9.3649048E7,669926.0,-700049.0,-946812.0
87941,1697377519665,9.365008E7,668044.0,-696477.0,-948555.0
87942,1697377519667,9.365112E7,665431.0,-698083.0,-951916.0
87943,1697377519667,9.3652152E7,665631.0,-699500.0,-947363.0
87944,1697377519670,9.3653184E7,666486.0,-699340.0,-945774.0
87945,1697377519671,9.3654224E7,667274.0,-697385.0,-946632.0
87946,1697377519671,9.3655256E7,665732.0,-694862.0,-948350.0
87947,1697377519673,9.3656296E7,660574.0,-696834.0,-950440.0
87948,1697377519673,9.3657328E7,659137.0,-694983.0,-951407.0
87949,1697377519675,9.3658368E7,667096.0,-698623.0,-949686.0
87950,1697377519675,9.36594E7,666275.0,-697424.0,-947070.0
87951,1697377519677,9.3660432E7,668326.0,-697610.0,-944061.0
87952,1697377519679,9.3661472E7,664017.0,-697475.0,-949624.0
87953,1697377519679,9.3662504E7,665052.0,-694823.0,-948046.0
87954,1697377519681,9.3663544E7,676575.0,-696747.0,-942599.0
87955,1697377519681,9.3664576E7,670365.0,-698985.0,-949394.0
87956,1697377519682,9.3665616E7,673785.0,-697304.0,-943799.0
87957,1697377519683,9.3666648E7,669076.0,-697621.0,-939764.0
87958,1697377519685,9.366768E7,670902.0,-696502.0,-943054.0
87959,1697377519685,9.366872E7,672541.0,-697107.0,-948134.0
87960,1697377519686,9.3669752E7,667383.0,-693434.0,-944027.0
87961,1697377519687,9.3670792E7,661570.0,-704759.0,-947658.0
87962,1697377519688,9.3671824E7,663721.0,-700411.0,-948426.0
87963,1697377519690,9.3672864E7,660293.0,-698932.0,-950378.0
87964,1697377519690,9.3673896E7,664503.0,-699410.0,-950184.0
87965,1697377519691,9.3674928E7,663238.0,-697745.0,-951404.0
87966,1697377519693,9.3675968E7,663485.0,-698043.0,-949486.0
87967,1697377519693,9.3677E7,672212.0,-695388.0,-952960.0
87968,1697377519695,9.367804E7,666841.0,-696378.0,-950437.0
87969,1697377519695,9.3679072E7,661781.0,-698007.0,-948741.0
87970,1697377519696,9.3680104E7,666959.0,-696308.0,-947523.0
87971,1697377519697,9.3681144E7,672904.0,-695886.0,-946525.0
87972,1697377519699,9.3682176E7,669034.0,-695743.0,-945194.0
87973,1697377519699,9.3683216E7,668888.0,-690784.0,-946539.0
87974,1697377519700,9.3684248E7,671630.0,-694508.0,-946874.0
87975,1697377519701,9.368528E7,671670.0,-690708.0,-945048.0
87976,1697377519702,9.368632E7,666337.0,-694817.0,-944730.0
87977,1697377519703,9.3687352E7,667434.0,-695399.0,-941409.0
87978,1697377519704,9.3688392E7,667681.0,-695864.0,-943496.0
87979,1697377519705,9.3689424E7,667321.0,-701486.0,-950459.0
87980,1697377519707,9.3690464E7,663308.0,-693743.0,-950549.0
87981,1697377519707,9.3691496E7,666225.0,-701441.0,-953685.0
87982,1697377519709,9.3692528E7,670126.0,-696423.0,-954172.0
87983,1697377519711,9.3693568E7,663221.0,-696544.0,-949509.0
87984,1697377519711,9.36946E7,663229.0,-697945.0,-950080.0
87985,1697377519712,9.369564E7,665100.0,-694176.0,-950791.0
87986,1697377519713,9.3696672E7,663893.0,-699753.0,-953168.0
87987,1697377519714,9.3697712E7,665952.0,-697371.0,-951987.0
87988,1697377519716,9.3698744E7,664967.0,-699303.0,-946173.0
87989,1697377519716,9.3699776E7,663885.0,-699784.0,-946980.0
87990,1697377519717,9.3700816E7,669948.0,-696482.0,-941631.0
87991,1697377519718,9.3701848E7,669175.0,-694755.0,-945321.0
87992,1697377519720,9.3702888E7,668694.0,-701877.0,-945574.0
87993,1697377519720,9.370392E7,669068.0,-695228.0,-947009.0
87994,1697377519721,9.370496E7,672758.0,-693841.0,-948308.0
87995,1697377519722,9.3705992E7,675534.0,-695408.0,-941327.0
87996,1697377519724,9.3707024E7,675641.0,-694907.0,-942092.0
87997,1697377519724,9.3708064E7,670891.0,-694778.0,-949363.0
87998,1697377519725,9.3709096E7,667060.0,-697874.0,-946314.0
87999,1697377519726,9.3710136E7,665721.0,-692851.0,-945194.0
88000,1697377519728,9.3711168E7,663134.0,-699663.0,-953053.0
88001,1697377519728,9.3712208E7,665012.0,-697723.0,-947931.0
88002,1697377519729,9.371324E7,665617.0,-696069.0,-951807.0
88003,1697377519731,9.3714272E7,664309.0,-695956.0,-949773.0
88004,1697377519731,9.3715312E7,665851.0,-701489.0,-947771.0
88005,1697377519732,9.3716344E7,658687.0,-699613.0,-953126.0
88006,1697377519733,9.3717384E7,664087.0,-697945.0,-947189.0
88007,1697377519734,9.3718416E7,664782.0,-697166.0,-946910.0
88008,1697377519736,9.3719456E7,673689.0,-696749.0,-948974.0
88009,1697377519736,9.3720488E7,665010.0,-693262.0,-947841.0
88010,1697377519738,9.372152E7,666947.0,-692615.0,-945695.0
88011,1697377519738,9.372256E7,669037.0,-700594.0,-941271.0
88012,1697377519739,9.3723592E7,675303.0,-692978.0,-942222.0
88013,1697377519741,9.3724632E7,677101.0,-694387.0,-938872.0
88014,1697377519743,9.3725664E7,673925.0,-696752.0,-944466.0
88015,1697377519743,9.3726704E7,667628.0,-694362.0,-947428.0
88016,1697377519745,9.3727736E7,667600.0,-699244.0,-946601.0
88017,1697377519745,9.3728768E7,670463.0,-695397.0,-938537.0
88018,1697377519746,9.3729808E7,664945.0,-693934.0,-947394.0
88019,1697377519747,9.373084E7,666720.0,-693599.0,-949574.0
88020,1697377519749,9.3731872E7,665533.0,-701174.0,-950018.0
88021,1697377519749,9.3732912E7,660597.0,-698181.0,-946229.0
88022,1697377519751,9.3733944E7,663322.0,-702602.0,-947065.0
88023,1697377519751,9.3734984E7,661584.0,-702237.0,-952802.0
88024,1697377519753,9.3736016E7,667808.0,-696834.0,-946778.0
88025,1697377519753,9.3737056E7,663589.0,-696311.0,-955547.0
88026,1697377519755,9.3738088E7,666590.0,-697711.0,-943439.0
88027,1697377519755,9.373912E7,670539.0,-695290.0,-946471.0
88028,1697377519756,9.374016E7,669830.0,-694660.0,-943164.0
88029,1697377519758,9.3741192E7,665043.0,-693889.0,-944157.0
88030,1697377519758,9.3742232E7,671850.0,-695849.0,-944742.0
88031,1697377519759,9.3743264E7,667442.0,-692418.0,-942368.0
88032,1697377519760,9.3744304E7,676313.0,-694705.0,-946786.0
88033,1697377519761,9.3745336E7,668593.0,-698898.0,-940512.0
88034,1697377519763,9.3746368E7,672136.0,-693734.0,-945746.0
88035,1697377519764,9.3747408E7,672302.0,-694030.0,-944657.0
88036,1697377519766,9.374844E7,671650.0,-697121.0,-945661.0
88037,1697377519766,9.374948E7,666545.0,-697486.0,-948561.0
88038,1697377519767,9.3750512E7,665159.0,-695037.0,-943707.0
88039,1697377519767,9.3751552E7,664346.0,-698024.0,-948755.0
88040,1697377519769,9.3752584E7,663871.0,-697396.0,-953067.0
88041,1697377519771,9.3753616E7,663072.0,-705350.0,-950642.0
88042,1697377519771,9.3754656E7,661812.0,-698187.0,-949579.0
88043,1697377519772,9.3755688E7,663634.0,-701595.0,-947529.0
88044,1697377519774,9.3756728E7,668989.0,-698448.0,-947653.0
88045,1697377519774,9.375776E7,667994.0,-698189.0,-950569.0
88046,1697377519775,9.37588E7,669245.0,-701053.0,-950907.0
88047,1697377519777,9.3759832E7,666284.0,-697098.0,-947970.0
88048,1697377519777,9.3760864E7,666230.0,-699722.0,-948246.0
88049,1697377519779,9.3761904E7,673889.0,-692860.0,-938090.0
88050,1697377519779,9.3762936E7,675092.0,-696516.0,-942804.0
88051,1697377519781,9.3763968E7,671245.0,-692230.0,-943141.0
88052,1697377519781,9.3765008E7,674859.0,-696330.0,-945512.0
88053,1697377519783,9.376604E7,669656.0,-696035.0,-941445.0
88054,1697377519783,9.376708E7,669704.0,-696823.0,-947512.0
88055,1697377519784,9.3768112E7,664233.0,-700546.0,-941718.0
88056,1697377519785,9.3769152E7,663364.0,-692924.0,-944666.0
88057,1697377519786,9.3770184E7,659435.0,-699506.0,-951857.0
88058,1697377519788,9.3771216E7,667305.0,-695813.0,-951880.0
88059,1697377519788,9.3772256E7,664675.0,-694426.0,-952622.0
88060,1697377519789,9.3773288E7,661848.0,-700389.0,-947540.0
88061,1697377519790,9.3774328E7,670176.0,-701069.0,-952994.0
88062,1697377519791,9.377536E7,664385.0,-703983.0,-948108.0
88063,1697377519792,9.37764E7,665755.0,-703491.0,-953801.0
88064,1697377519793,9.3777432E7,668269.0,-697948.0,-949883.0
88065,1697377519794,9.3778464E7,661297.0,-698164.0,-946035.0
88066,1697377519796,9.3779504E7,668567.0,-693701.0,-945062.0
88067,1697377519796,9.3780536E7,665873.0,-692871.0,-945824.0
88068,1697377519797,9.3781576E7,668652.0,-694499.0,-948404.0
88069,1697377519799,9.3782608E7,670938.0,-690028.0,-947861.0
88070,1697377519799,9.3783648E7,672553.0,-694384.0,-945076.0
88071,1697377519800,9.378468E7,674814.0,-693993.0,-945597.0
88072,1697377519801,9.3785712E7,668244.0,-693152.0,-945113.0
88073,1697377519802,9.3786752E7,670367.0,-693667.0,-948592.0
88074,1697377519803,9.3787784E7,668112.0,-694255.0,-940745.0
88075,1697377519805,9.3788824E7,669476.0,-698032.0,-941876.0
88076,1697377519805,9.3789856E7,668258.0,-700797.0,-946404.0
88077,1697377519806,9.3790896E7,666241.0,-702470.0,-948564.0
88078,1697377519808,9.3791928E7,666787.0,-694843.0,-954284.0
88079,1697377519808,9.379296E7,666258.0,-697222.0,-952189.0
88080,1697377519811,9.3794E7,665685.0,-699933.0,-949346.0
88081,1697377519811,9.3795032E7,660777.0,-700119.0,-948645.0
88082,1697377519813,9.3796064E7,661801.0,-699334.0,-950167.0
88083,1697377519813,9.3797104E7,662189.0,-702684.0,-950566.0
88084,1697377519815,9.3798136E7,666739.0,-697644.0,-944539.0
88085,1697377519815,9.3799176E7,672710.0,-701989.0,-945422.0
88086,1697377519816,9.3800208E7,672471.0,-695658.0,-949298.0
88087,1697377519817,9.3801248E7,669616.0,-699725.0,-948406.0
88088,1697377519820,9.380228E7,674049.0,-694229.0,-947335.0
88089,1697377519820,9.3803312E7,671551.0,-690382.0,-944930.0
88090,1697377519821,9.3804352E7,671369.0,-695363.0,-942992.0
88091,1697377519822,9.3805384E7,672603.0,-694724.0,-947042.0
88092,1697377519822,9.3806424E7,667943.0,-698043.0,-944238.0
88093,1697377519824,9.3807456E7,669557.0,-693287.0,-944120.0
88094,1697377519825,9.3808496E7,668840.0,-689288.0,-945029.0
88095,1697377519827,9.3809528E7,665817.0,-687955.0,-947197.0
88096,1697377519827,9.381056E7,665299.0,-696240.0,-949531.0
88097,1697377519829,9.38116E7,665893.0,-694753.0,-948837.0
88098,1697377519829,9.3812632E7,667423.0,-699427.0,-944654.0
88099,1697377519830,9.3813672E7,661632.0,-699756.0,-953030.0
88100,1697377519831,9.3814704E7,661868.0,-698201.0,-949782.0
88101,1697377519832,9.3815744E7,665569.0,-697762.0,-946629.0
88102,1697377519834,9.3816776E7,662326.0,-700777.0,-947374.0
88103,1697377519834,9.3817808E7,662900.0,-699331.0,-945470.0
88104,1697377519836,9.3818848E7,668497.0,-698189.0,-946649.0
88105,1697377519836,9.381988E7,670561.0,-698094.0,-944995.0
88106,1697377519837,9.382092E7,664216.0,-694483.0,-946308.0
88107,1697377519838,9.3821952E7,671734.0,-698198.0,-947996.0
88108,1697377519839,9.3822992E7,668826.0,-694696.0,-945878.0
88109,1697377519840,9.3824024E7,669631.0,-692770.0,-945605.0
88110,1697377519841,9.3825056E7,674721.0,-693878.0,-943439.0
88111,1697377519842,9.3826096E7,671023.0,-698133.0,-941474.0
88112,1697377519842,9.3827128E7,672601.0,-699014.0,-946303.0
88113,1697377519843,9.3828168E7,664813.0,-695087.0,-944632.0
88114,1697377519845,9.38292E7,662906.0,-695225.0,-947729.0
88115,1697377519846,9.383024E7,666031.0,-699157.0,-948333.0
88116,1697377519847,9.3831272E7,666832.0,-697784.0,-952825.0
88117,1697377519849,9.3832304E7,665485.0,-696595.0,-949852.0
88118,1697377519849,9.3833344E7,661812.0,-697399.0,-951123.0
88119,1697377519850,9.3834376E7,663710.0,-698575.0,-948035.0
88120,1697377519851,9.3835416E7,665344.0,-702203.0,-953154.0
88121,1697377519853,9.3836448E7,667080.0,-698637.0,-952932.0
88122,1697377519853,9.3837488E7,667530.0,-699826.0,-948426.0
88123,1697377519854,9.383852E7,668461.0,-696974.0,-951728.0
88124,1697377519856,9.3839552E7,669195.0,-695605.0,-947492.0
88125,1697377519856,9.3840592E7,675725.0,-700754.0,-943830.0
88126,1697377519857,9.3841624E7,668677.0,-697146.0,-937663.0
88127,1697377519859,9.3842664E7,670902.0,-696814.0,-944505.0
88128,1697377519860,9.3843696E7,674296.0,-694885.0,-941392.0
88129,1697377519862,9.3844736E7,667963.0,-695422.0,-939285.0
88130,1697377519862,9.3845768E7,672094.0,-693344.0,-941763.0
88131,1697377519863,9.38468E7,673633.0,-695453.0,-949607.0
88132,1697377519865,9.384784E7,668137.0,-694784.0,-942005.0
88133,1697377519865,9.3848872E7,665682.0,-695475.0,-950412.0
88134,1697377519866,9.3849904E7,665347.0,-702017.0,-945476.0
88135,1697377519868,9.3850944E7,666365.0,-701331.0,-949762.0
88136,1697377519868,9.3851976E7,660301.0,-698679.0,-954847.0
88137,1697377519869,9.3853016E7,666379.0,-697095.0,-952777.0
88138,1697377519870,9.3854048E7,662799.0,-698305.0,-948060.0
88139,1697377519872,9.3855088E7,661339.0,-702692.0,-950443.0
88140,1697377519872,9.385612E7,662445.0,-702130.0,-949936.0
88141,1697377519874,9.3857152E7,668022.0,-697180.0,-949019.0
88142,1697377519874,9.3858192E7,664793.0,-698234.0,-948907.0
88143,1697377519875,9.3859224E7,670772.0,-698108.0,-950704.0
88144,1697377519876,9.3860264E7,670033.0,-692891.0,-946058.0
88145,1697377519878,9.3861296E7,670218.0,-696792.0,-947276.0
88146,1697377519880,9.3862336E7,670567.0,-697441.0,-951582.0
88147,1697377519880,9.3863368E7,669934.0,-699205.0,-944753.0
88148,1697377519880,9.38644E7,670263.0,-691901.0,-942022.0
88149,1697377519881,9.386544E7,668272.0,-695824.0,-943923.0
88150,1697377519882,9.3866472E7,663100.0,-694249.0,-942542.0
88151,1697377519883,9.3867512E7,664214.0,-699008.0,-948100.0
88152,1697377519884,9.3868544E7,665308.0,-696266.0,-945428.0
88153,1697377519885,9.3869584E7,665401.0,-695672.0,-948215.0
88154,1697377519886,9.3870616E7,664689.0,-700642.0,-952918.0
88155,1697377519887,9.3871648E7,666773.0,-698893.0,-945023.0
88156,1697377519888,9.3872688E7,668868.0,-699008.0,-950114.0
88157,1697377519890,9.387372E7,663716.0,-698122.0,-953117.0
88158,1697377519890,9.387476E7,663016.0,-701576.0,-953424.0
88159,1697377519892,9.3875792E7,659688.0,-700504.0,-953497.0
88160,1697377519892,9.3876832E7,664211.0,-697908.0,-951199.0
88161,1697377519893,9.3877864E7,665941.0,-703179.0,-951075.0
88162,1697377519894,9.3878896E7,664979.0,-696859.0,-947821.0
