Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),635 (),Degraw (),tal ()
7815,1697379707107,1.68971827E9,-6258165.0,-6500080.0,-4874396.0
7816,1697379707220,1.68983142E9,-6247842.0,-6528919.0,-4866099.0
7817,1697379707332,1.68994458E9,-6237814.0,-6554364.0,-4854246.0
7818,1697379707445,1.69005773E9,-6244309.0,-6570725.0,-4842387.0
7819,1697379707558,1.69017088E9,-6246877.0,-6571968.0,-4836942.0
7820,1697379707672,1.69028403E9,-6249926.0,-6561589.0,-4837007.0
7821,1697379707786,1.69039718E9,-6260975.0,-6533313.0,-4849444.0
7822,1697379707898,1.69051034E9,-6263649.0,-6509624.0,-4866849.0
7823,1697379708012,1.69062349E9,-6274224.0,-6492337.0,-4872975.0
7824,1697379708125,1.69073677E9,-6275126.0,-6499283.0,-4872067.0
7825,1697379708237,1.69084992E9,-6274386.0,-6511812.0,-4863446.0
7826,1697379708351,1.69096307E9,-6259300.0,-6540901.0,-4848995.0
7827,1697379708464,1.69107622E9,-6239675.0,-6560868.0,-4843813.0
7828,1697379708578,1.69118938E9,-6234809.0,-6572805.0,-4842042.0
7829,1697379708690,1.69130253E9,-6230062.0,-6563580.0,-4846419.0
7830,1697379708804,1.69141568E9,-6248921.0,-6548918.0,-4854170.0
7831,1697379708916,1.69152883E9,-6270152.0,-6523883.0,-4858063.0
7832,1697379709029,1.69164211E9,-6285469.0,-6501715.0,-4861712.0
7833,1697379709143,1.69175526E9,-6291775.0,-6495764.0,-4862988.0
7834,1697379709256,1.69186842E9,-6271662.0,-6500505.0,-4863103.0
7835,1697379709369,1.69198157E9,-6255557.0,-6526643.0,-4860339.0
7836,1697379709483,1.69209472E9,-6236058.0,-6544845.0,-4856989.0
7837,1697379709596,1.69220787E9,-6231129.0,-6567663.0,-4850925.0
7838,1697379709709,1.69232102E9,-6243103.0,-6567202.0,-4844231.0
7839,1697379709822,1.69243418E9,-6254333.0,-6563762.0,-4840809.0
7840,1697379709935,1.69254733E9,-6268868.0,-6536523.0,-4842697.0
7841,1697379710048,1.69266048E9,-6275238.0,-6514631.0,-4855296.0
7842,1697379710162,1.69277363E9,-6274451.0,-6495095.0,-4870492.0
7843,1697379710275,1.69288678E9,-6271495.0,-6493099.0,-4874019.0
7844,1697379710388,1.69299994E9,-6262366.0,-6512060.0,-4867808.0
7845,1697379710501,1.69311309E9,-6255098.0,-6537644.0,-4856600.0
7846,1697379710613,1.69322624E9,-6248655.0,-6559744.0,-4844206.0
7847,1697379710728,1.69333939E9,-6243466.0,-6569720.0,-4839006.0
7848,1697379710841,1.69345254E9,-6243770.0,-6565447.0,-4840459.0
7849,1697379710953,1.6935657E9,-6248813.0,-6548548.0,-4847315.0
7850,1697379711066,1.69367885E9,-6260024.0,-6524403.0,-4859052.0
7851,1697379711179,1.693792E9,-6276765.0,-6504388.0,-4866202.0
7852,1697379711293,1.69390515E9,-6280763.0,-6496831.0,-4867523.0
7853,1697379711406,1.6940183E9,-6284491.0,-6503886.0,-4863320.0
7854,1697379711519,1.69413146E9,-6266092.0,-6520702.0,-4857335.0
7855,1697379711634,1.69424461E9,-6247649.0,-6545846.0,-4849810.0
7856,1697379711746,1.69435776E9,-6235265.0,-6562542.0,-4845836.0
7857,1697379711859,1.69447091E9,-6231113.0,-6567906.0,-4846917.0
7858,1697379711972,1.69458406E9,-6248324.0,-6557649.0,-4847873.0
7859,1697379712085,1.69469722E9,-6264199.0,-6537477.0,-4851079.0
7860,1697379712199,1.69481037E9,-6282332.0,-6516239.0,-4853630.0
7861,1697379712312,1.69492352E9,-6285237.0,-6498413.0,-4859491.0
7862,1697379712425,1.69503667E9,-6278198.0,-6496103.0,-4866361.0
7863,1697379712537,1.69514982E9,-6264424.0,-6509231.0,-4866711.0
7864,1697379712651,1.69526298E9,-6246939.0,-6531634.0,-4860477.0
7865,1697379712764,1.69537613E9,-6244563.0,-6555904.0,-4850685.0
7866,1697379712877,1.69548941E9,-6243322.0,-6565735.0,-4843412.0
7867,1697379712991,1.69560256E9,-6250805.0,-6566580.0,-4840084.0
7868,1697379713103,1.69571571E9,-6260656.0,-6548342.0,-4842071.0
7869,1697379713217,1.69582886E9,-6264047.0,-6527205.0,-4849976.0
7870,1697379713330,1.69594202E9,-6272496.0,-6505682.0,-4863617.0
7871,1697379713444,1.69605517E9,-6276218.0,-6495630.0,-4873413.0
7872,1697379713556,1.69616832E9,-6274152.0,-6502926.0,-4868000.0
7873,1697379713669,1.69628147E9,-6265383.0,-6523242.0,-4856466.0
7874,1697379713782,1.69639462E9,-6257752.0,-6544021.0,-4849992.0
7875,1697379713895,1.69650778E9,-6246375.0,-6559398.0,-4846452.0
7876,1697379714008,1.69662093E9,-6241622.0,-6565026.0,-4842326.0
7877,1697379714123,1.69673408E9,-6244183.0,-6560543.0,-4841862.0
7878,1697379714235,1.69684723E9,-6249826.0,-6542390.0,-4850188.0
7879,1697379714349,1.69696038E9,-6282357.0,-6512944.0,-4862321.0
7880,1697379714461,1.69707354E9,-6279009.0,-6504387.0,-4864447.0
7881,1697379714574,1.69718669E9,-6288813.0,-6493327.0,-4860025.0
7882,1697379714688,1.69729984E9,-6275897.0,-6515300.0,-4857379.0
7883,1697379714801,1.69741299E9,-6247632.0,-6529223.0,-4856567.0
7884,1697379714915,1.69752614E9,-6247321.0,-6551783.0,-4853341.0
7885,1697379715027,1.6976393E9,-6234031.0,-6562957.0,-4848978.0
7886,1697379715140,1.69775245E9,-6248038.0,-6562798.0,-4843601.0
7887,1697379715254,1.6978656E9,-6259911.0,-6552918.0,-4842055.0
7888,1697379715367,1.69797875E9,-6272830.0,-6526662.0,-4848567.0
7889,1697379715480,1.6980919E9,-6282278.0,-6508550.0,-4858941.0
7890,1697379715593,1.69820518E9,-6276506.0,-6494475.0,-4867237.0
7891,1697379715707,1.69831834E9,-6274120.0,-6501062.0,-4868306.0
7892,1697379715819,1.69843149E9,-6258275.0,-6520944.0,-4862611.0
7893,1697379715932,1.69854464E9,-6253725.0,-6542337.0,-4853115.0
7894,1697379716045,1.69865779E9,-6248096.0,-6562367.0,-4845085.0
7895,1697379716158,1.69877094E9,-6247154.0,-6563282.0,-4839959.0
7896,1697379716271,1.6988841E9,-6254669.0,-6558635.0,-4841304.0
7897,1697379716385,1.69899725E9,-6256356.0,-6538344.0,-4849218.0
7898,1697379716499,1.6991104E9,-6269625.0,-6518247.0,-4857837.0
7899,1697379716612,1.69922355E9,-6276040.0,-6502727.0,-4865895.0
7900,1697379716726,1.6993367E9,-6283017.0,-6498179.0,-4867816.0
7901,1697379716838,1.69944986E9,-6276752.0,-6510103.0,-4861476.0
7902,1697379716951,1.69956301E9,-6263210.0,-6531400.0,-4852013.0
7903,1697379717064,1.69967616E9,-6248212.0,-6551765.0,-4846728.0
7904,1697379717178,1.69978931E9,-6240340.0,-6561215.0,-4845263.0
7905,1697379717290,1.69990259E9,-6242615.0,-6561639.0,-4846394.0
7906,1697379717404,1.70001574E9,-6253757.0,-6549462.0,-4847918.0
7907,1697379717516,1.7001289E9,-6270234.0,-6528987.0,-4850809.0
7908,1697379717630,1.70024205E9,-6283347.0,-6510574.0,-4857787.0
7909,1697379717742,1.7003552E9,-6284834.0,-6500106.0,-4861703.0
7910,1697379717856,1.70046835E9,-6277808.0,-6501722.0,-4862887.0
7911,1697379717969,1.7005815E9,-6262317.0,-6519033.0,-4860863.0
7912,1697379718082,1.70069466E9,-6249298.0,-6538888.0,-4855962.0
7913,1697379718196,1.70080781E9,-6244317.0,-6558081.0,-4848917.0
7914,1697379718309,1.70092096E9,-6246815.0,-6563266.0,-4842829.0
7915,1697379718421,1.70103424E9,-6256165.0,-6558383.0,-4841000.0
7916,1697379718536,1.70114739E9,-6265550.0,-6539267.0,-4845623.0
7917,1697379718649,1.70126054E9,-6274869.0,-6518866.0,-4854672.0
7918,1697379718763,1.7013737E9,-6276998.0,-6503257.0,-4863681.0
7919,1697379718875,1.70148685E9,-6276560.0,-6499122.0,-4867267.0
7920,1697379718988,1.7016E9,-6270927.0,-6510703.0,-4864646.0
7921,1697379719102,1.70171315E9,-6263255.0,-6529674.0,-4855872.0
7922,1697379719214,1.7018263E9,-6253714.0,-6550018.0,-4846700.0
7923,1697379719327,1.70193946E9,-6248448.0,-6561399.0,-4841788.0
7924,1697379719441,1.70205261E9,-6246535.0,-6560248.0,-4842258.0
7925,1697379719554,1.70216576E9,-6252299.0,-6548814.0,-4846719.0
7926,1697379719667,1.70227891E9,-6266575.0,-6526913.0,-4854373.0
7927,1697379719780,1.70239206E9,-6276806.0,-6511702.0,-4861305.0
7928,1697379719894,1.70250522E9,-6286727.0,-6499259.0,-4862557.0
7929,1697379720006,1.70261837E9,-6281249.0,-6505057.0,-4861867.0
7930,1697379720119,1.70273152E9,-6267858.0,-6519928.0,-4855084.0
7931,1697379720232,1.70284467E9,-6254190.0,-6538339.0,-4851385.0
7932,1697379720345,1.70295782E9,-6243079.0,-6555155.0,-4850745.0
7933,1697379720459,1.70307098E9,-6244098.0,-6559670.0,-4846523.0
7934,1697379720572,1.70318413E9,-6252304.0,-6556441.0,-4842750.0
7935,1697379720685,1.70329728E9,-6265708.0,-6540298.0,-4845281.0
7936,1697379720799,1.70341056E9,-6278413.0,-6518994.0,-4853203.0
7937,1697379720911,1.70352371E9,-6283985.0,-6502768.0,-4861043.0
7938,1697379721025,1.70363686E9,-6280246.0,-6498934.0,-4864413.0
7939,1697379721139,1.70375002E9,-6268707.0,-6511513.0,-4862060.0
7940,1697379721252,1.70386317E9,-6257524.0,-6529229.0,-4856927.0
7941,1697379721364,1.70397632E9,-6251237.0,-6548952.0,-4851783.0
7942,1697379721478,1.70408947E9,-6248754.0,-6558663.0,-4845234.0
7943,1697379721590,1.70420262E9,-6255630.0,-6560699.0,-4840065.0
7944,1697379721704,1.70431578E9,-6258388.0,-6548099.0,-4841421.0
7945,1697379721816,1.70442893E9,-6267874.0,-6527972.0,-4850577.0
7946,1697379721931,1.70454208E9,-6275504.0,-6509027.0,-4862008.0
7947,1697379722043,1.70465523E9,-6278955.0,-6499533.0,-4866232.0
7948,1697379722156,1.70476838E9,-6278283.0,-6503954.0,-4863553.0
7949,1697379722269,1.70488154E9,-6270902.0,-6521236.0,-4857398.0
7950,1697379722383,1.70499469E9,-6258863.0,-6539605.0,-4850138.0
7951,1697379722495,1.70510797E9,-6248881.0,-6555968.0,-4844434.0
7952,1697379722609,1.70522099E9,-6245116.0,-6561189.0,-4842851.0
7953,1697379722721,1.70533427E9,-6249835.0,-6554335.0,-4845019.0
7954,1697379722835,1.70544742E9,-6261639.0,-6537222.0,-4850002.0
7955,1697379722949,1.70556058E9,-6277056.0,-6517730.0,-4856361.0
7956,1697379723062,1.70567373E9,-6284496.0,-6503339.0,-4859996.0
7957,1697379723174,1.70578688E9,-6284687.0,-6500820.0,-4861230.0
7958,1697379723287,1.70590003E9,-6274823.0,-6511047.0,-4859966.0
7959,1697379723401,1.70601318E9,-6258916.0,-6529952.0,-4855139.0
7960,1697379723514,1.70612634E9,-6248421.0,-6548775.0,-4849594.0
7961,1697379723628,1.70623949E9,-6244683.0,-6559936.0,-4846178.0
7962,1697379723741,1.70635264E9,-6251876.0,-6558451.0,-4843847.0
7963,1697379723853,1.70646579E9,-6263963.0,-6546160.0,-4844028.0
7964,1697379723966,1.70657894E9,-6274510.0,-6527188.0,-4848958.0
7965,1697379724080,1.7066921E9,-6279738.0,-6509091.0,-4856402.0
7966,1697379724193,1.70680525E9,-6280476.0,-6500429.0,-4863526.0
7967,1697379724306,1.7069184E9,-6273240.0,-6504447.0,-4865619.0
7968,1697379724420,1.70703155E9,-6265493.0,-6520108.0,-4860286.0
7969,1697379724534,1.7071447E9,-6256999.0,-6541072.0,-4852238.0
7970,1697379724646,1.70725786E9,-6252259.0,-6556064.0,-4844120.0
7971,1697379724759,1.70737101E9,-6251273.0,-6561231.0,-4839626.0
7972,1697379724872,1.70748416E9,-6255080.0,-6553565.0,-4842479.0
7973,1697379724985,1.70759731E9,-6264149.0,-6534972.0,-4849747.0
7974,1697379725098,1.70771046E9,-6272418.0,-6516193.0,-4857552.0
7975,1697379725212,1.70782374E9,-6281569.0,-6502923.0,-4863181.0
7976,1697379725325,1.7079369E9,-6282309.0,-6502554.0,-4863010.0
7977,1697379725438,1.70805005E9,-6275898.0,-6512190.0,-4858559.0
7978,1697379725552,1.7081632E9,-6263718.0,-6531901.0,-4853477.0
7979,1697379725664,1.70827635E9,-6251689.0,-6549331.0,-4846850.0
7980,1697379725778,1.7083895E9,-6244374.0,-6558657.0,-4843791.0
7981,1697379725890,1.70850266E9,-6249563.0,-6557362.0,-4845927.0
7982,1697379726004,1.70861581E9,-6260618.0,-6543177.0,-4848112.0
7983,1697379726118,1.70872896E9,-6274998.0,-6524223.0,-4852104.0
7984,1697379726230,1.70884211E9,-6284674.0,-6508970.0,-4856127.0
7985,1697379726342,1.70895526E9,-6282918.0,-6501667.0,-4860201.0
7986,1697379726457,1.70906842E9,-6277889.0,-6505775.0,-4861541.0
7987,1697379726569,1.70918157E9,-6263312.0,-6521061.0,-4860081.0
7988,1697379726682,1.70929472E9,-6254071.0,-6540566.0,-4853164.0
7989,1697379726795,1.70940787E9,-6248963.0,-6555880.0,-4845739.0
7990,1697379726908,1.70952102E9,-6251360.0,-6559653.0,-4842249.0
7991,1697379727022,1.70963418E9,-6257444.0,-6551727.0,-4842435.0
7992,1697379727136,1.70974733E9,-6271876.0,-6531466.0,-4848819.0
7993,1697379727248,1.70986048E9,-6275085.0,-6516049.0,-4856971.0
7994,1697379727361,1.70997376E9,-6280170.0,-6501138.0,-4861002.0
7995,1697379727474,1.71008691E9,-6277890.0,-6503548.0,-4864471.0
7996,1697379727588,1.71020006E9,-6271425.0,-6513413.0,-4861932.0
7997,1697379727701,1.71031322E9,-6264699.0,-6531251.0,-4854155.0
7998,1697379727815,1.71042637E9,-6255654.0,-6550569.0,-4846050.0
7999,1697379727928,1.71053952E9,-6249624.0,-6558097.0,-4842054.0
8000,1697379728040,1.71065267E9,-6253023.0,-6555747.0,-4841913.0
8001,1697379728155,1.71076582E9,-6258984.0,-6543323.0,-4846411.0
8002,1697379728266,1.71087898E9,-6269072.0,-6522905.0,-4855180.0
8003,1697379728379,1.71099213E9,-6285312.0,-6505986.0,-4861056.0
8004,1697379728492,1.71110528E9,-6282405.0,-6500815.0,-4862588.0
8005,1697379728607,1.71121843E9,-6282054.0,-6507134.0,-4859692.0
8006,1697379728720,1.71133158E9,-6267736.0,-6523194.0,-4854496.0
8007,1697379728833,1.71144486E9,-6253295.0,-6541837.0,-4850675.0
8008,1697379728946,1.71155802E9,-6248809.0,-6554991.0,-4847597.0
8009,1697379729059,1.71167117E9,-6247616.0,-6557665.0,-4844456.0
8010,1697379729173,1.71178432E9,-6259932.0,-6550778.0,-4844629.0
8011,1697379729286,1.71189747E9,-6271114.0,-6531789.0,-4848569.0
8012,1697379729399,1.71201062E9,-6281998.0,-6513897.0,-4854995.0
8013,1697379729511,1.71212378E9,-6283339.0,-6502456.0,-4860474.0
8014,1697379729625,1.71223693E9,-6279733.0,-6502146.0,-4862375.0
8015,1697379729738,1.71235008E9,-6268240.0,-6514007.0,-4861546.0
8016,1697379729851,1.71246323E9,-6260540.0,-6534144.0,-4855398.0
8017,1697379729964,1.71257638E9,-6252936.0,-6550172.0,-4846605.0
8018,1697379730077,1.71268954E9,-6251297.0,-6558904.0,-4842981.0
8019,1697379730190,1.71280269E9,-6260071.0,-6555819.0,-4841121.0
8020,1697379730304,1.71291584E9,-6260889.0,-6540524.0,-4844904.0
8021,1697379730418,1.71302899E9,-6275293.0,-6521807.0,-4853251.0
8022,1697379730531,1.71314214E9,-6278909.0,-6505700.0,-4861314.0
8023,1697379730644,1.7132553E9,-6280544.0,-6500604.0,-4864434.0
8024,1697379730756,1.71336858E9,-6281027.0,-6507824.0,-4860934.0
8025,1697379730869,1.71348173E9,-6266073.0,-6524627.0,-4855620.0
8026,1697379730982,1.71359488E9,-6260363.0,-6542409.0,-4847589.0
8027,1697379731096,1.71370803E9,-6249456.0,-6555874.0,-4843954.0
8028,1697379731210,1.71382118E9,-6250217.0,-6557650.0,-4843362.0
8029,1697379731323,1.71393434E9,-6254569.0,-6550811.0,-4845164.0
8030,1697379731435,1.71404749E9,-6267269.0,-6528446.0,-4851488.0
8031,1697379731548,1.71416064E9,-6285446.0,-6515214.0,-4856602.0
8032,1697379731662,1.71427379E9,-6281871.0,-6500361.0,-4860142.0
8033,1697379731775,1.71438694E9,-6287067.0,-6504461.0,-4860034.0
8034,1697379731888,1.7145001E9,-6269170.0,-6514612.0,-4858743.0
8035,1697379732001,1.71461338E9,-6259953.0,-6535590.0,-4853008.0
8036,1697379732115,1.71472653E9,-6249921.0,-6550685.0,-4849172.0
8037,1697379732228,1.71483968E9,-6249150.0,-6558739.0,-4844478.0
8038,1697379732340,1.71495283E9,-6257924.0,-6554680.0,-4842147.0
8039,1697379732454,1.71506598E9,-6266892.0,-6538580.0,-4845436.0
8040,1697379732566,1.71517914E9,-6278658.0,-6521879.0,-4851976.0
8041,1697379732679,1.71529229E9,-6281032.0,-6503874.0,-4859002.0
8042,1697379732792,1.71540544E9,-6283169.0,-6500758.0,-4863733.0
8043,1697379732907,1.71551859E9,-6271641.0,-6510962.0,-4860960.0
8044,1697379733019,1.71563187E9,-6264983.0,-6523094.0,-4857459.0
8045,1697379733133,1.71574502E9,-6258973.0,-6548339.0,-4849918.0
8046,1697379733245,1.71585818E9,-6251109.0,-6551782.0,-4843028.0
8047,1697379733360,1.71597133E9,-6257082.0,-6562959.0,-4838891.0
8048,1697379733472,1.71608448E9,-6255859.0,-6543837.0,-4843836.0
8049,1697379733586,1.71619763E9,-6272807.0,-6528835.0,-4853423.0
8050,1697379733698,1.71631078E9,-6276655.0,-6510987.0,-4860301.0
8051,1697379733813,1.71642394E9,-6286471.0,-6498719.0,-4860996.0
8052,1697379733925,1.71653709E9,-6282104.0,-6507602.0,-4859984.0
8053,1697379734038,1.71665024E9,-6273516.0,-6514217.0,-4857183.0
8054,1697379734152,1.71676352E9,-6264686.0,-6537327.0,-4852179.0
8055,1697379734264,1.71687667E9,-6249551.0,-6549566.0,-4845710.0
8056,1697379734378,1.71698982E9,-6251317.0,-6558713.0,-4841816.0
8057,1697379734491,1.71710298E9,-6253538.0,-6552293.0,-4845519.0
8058,1697379734604,1.71721613E9,-6267750.0,-6535896.0,-4849013.0
8059,1697379734717,1.71732928E9,-6279919.0,-6518543.0,-4853609.0
8060,1697379734830,1.71744243E9,-6284877.0,-6506537.0,-4856247.0
8061,1697379734944,1.71755558E9,-6282915.0,-6501689.0,-4860642.0
8062,1697379735056,1.71766874E9,-6274696.0,-6512003.0,-4861828.0
8063,1697379735171,1.71778189E9,-6263155.0,-6524095.0,-4857410.0
8064,1697379735284,1.71789504E9,-6254485.0,-6546728.0,-4849164.0
8065,1697379735396,1.71800832E9,-6251771.0,-6554839.0,-4843748.0
8066,1697379735509,1.71812147E9,-6254556.0,-6558746.0,-4842136.0
8067,1697379735623,1.71823462E9,-6265240.0,-6544447.0,-4843447.0
8068,1697379735735,1.71834778E9,-6273399.0,-6527499.0,-4849241.0
8069,1697379735849,1.71846093E9,-6279657.0,-6509598.0,-4857309.0
8070,1697379735962,1.71857408E9,-6284382.0,-6501159.0,-4862358.0
8071,1697379736076,1.71868723E9,-6275053.0,-6504804.0,-4863437.0
8072,1697379736188,1.71880038E9,-6274733.0,-6517909.0,-4857752.0
8073,1697379736303,1.71891354E9,-6259656.0,-6538029.0,-4850045.0
8074,1697379736414,1.71902669E9,-6255832.0,-6552371.0,-4844383.0
8075,1697379736527,1.71913984E9,-6255358.0,-6558724.0,-4840516.0
8076,1697379736640,1.71925299E9,-6253234.0,-6549408.0,-4842889.0
8077,1697379736754,1.71936627E9,-6272939.0,-6534818.0,-4848808.0
8078,1697379736867,1.71947942E9,-6270325.0,-6518432.0,-4855565.0
8079,1697379736980,1.71959258E9,-6288852.0,-6504166.0,-4858286.0
8080,1697379737093,1.71970573E9,-6285635.0,-6503302.0,-4860980.0
8081,1697379737207,1.71981888E9,-6275823.0,-6510661.0,-4859092.0
8082,1697379737319,1.71993203E9,-6269899.0,-6526388.0,-4854174.0
8083,1697379737433,1.72004518E9,-6250966.0,-6546807.0,-4849478.0
8084,1697379737547,1.72015834E9,-6251846.0,-6554456.0,-4843794.0
8085,1697379737659,1.72027149E9,-6253784.0,-6555677.0,-4843348.0
8086,1697379737773,1.72038464E9,-6264150.0,-6542425.0,-4846004.0
8087,1697379737886,1.72049779E9,-6277034.0,-6526142.0,-4850199.0
8088,1697379737999,1.72061107E9,-6282232.0,-6509422.0,-4855307.0
8089,1697379738113,1.72072422E9,-6285669.0,-6502001.0,-4860545.0
8090,1697379738225,1.72083738E9,-6275731.0,-6505330.0,-4861999.0
8091,1697379738338,1.72095053E9,-6269494.0,-6518618.0,-4859703.0
8092,1697379738452,1.72106368E9,-6260719.0,-6537956.0,-4852739.0
8093,1697379738564,1.72117683E9,-6253263.0,-6552431.0,-4844205.0
8094,1697379738678,1.72128998E9,-6257814.0,-6555801.0,-4841135.0
8095,1697379738791,1.72140326E9,-6260047.0,-6549917.0,-4844308.0
8096,1697379738905,1.72151642E9,-6270140.0,-6532881.0,-4847219.0
8097,1697379739018,1.72162957E9,-6277558.0,-6516774.0,-4854001.0
8098,1697379739132,1.72174272E9,-6281200.0,-6503877.0,-4861398.0
8099,1697379739243,1.72185587E9,-6283168.0,-6502315.0,-4863073.0
8100,1697379739357,1.72196902E9,-6275545.0,-6513806.0,-4858472.0
8101,1697379739469,1.72208218E9,-6267507.0,-6528782.0,-4851933.0
8102,1697379739583,1.72219533E9,-6257989.0,-6548690.0,-4845616.0
8103,1697379739696,1.72230861E9,-6250575.0,-6552498.0,-4844137.0
8104,1697379739809,1.72242176E9,-6257997.0,-6554351.0,-4843565.0
8105,1697379739923,1.72253491E9,-6257892.0,-6540952.0,-4846226.0
8106,1697379740035,1.72264806E9,-6278749.0,-6523616.0,-4852499.0
8107,1697379740150,1.72276122E9,-6283293.0,-6508114.0,-4858315.0
8108,1697379740262,1.72287437E9,-6286953.0,-6501135.0,-4859204.0
8109,1697379740375,1.72298752E9,-6281241.0,-6507990.0,-4858156.0
8110,1697379740488,1.7231008E9,-6266475.0,-6518867.0,-4856805.0
8111,1697379740603,1.72321395E9,-6261161.0,-6539924.0,-4851369.0
8112,1697379740716,1.7233271E9,-6249635.0,-6549385.0,-4847539.0
8113,1697379740828,1.72344026E9,-6259090.0,-6558633.0,-4841422.0
8114,1697379740941,1.72355341E9,-6257922.0,-6544429.0,-4844725.0
8115,1697379741054,1.72366656E9,-6277221.0,-6536843.0,-4846754.0
8116,1697379741168,1.72377984E9,-6278119.0,-6511268.0,-4853639.0
8117,1697379741281,1.72389299E9,-6282923.0,-6508024.0,-4859577.0
8118,1697379741395,1.72400614E9,-6280180.0,-6500608.0,-4862678.0
8119,1697379741507,1.7241193E9,-6273752.0,-6515171.0,-4861008.0
8120,1697379741620,1.72423245E9,-6265358.0,-6530484.0,-4853480.0
8121,1697379741733,1.7243456E9,-6258775.0,-6547943.0,-4844324.0
8122,1697379741847,1.72445875E9,-6255342.0,-6555967.0,-4841705.0
8123,1697379741959,1.72457203E9,-6258407.0,-6551592.0,-4843635.0
8124,1697379742073,1.72468518E9,-6265952.0,-6540496.0,-4846329.0
8125,1697379742185,1.72479834E9,-6271648.0,-6523645.0,-4850443.0
8126,1697379742299,1.72491149E9,-6282637.0,-6509668.0,-4858018.0
8127,1697379742412,1.72502464E9,-6284853.0,-6500397.0,-4863497.0
8128,1697379742525,1.72513779E9,-6283164.0,-6507442.0,-4859843.0
8129,1697379742639,1.72525094E9,-6271763.0,-6521888.0,-4852801.0
