Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),635 (),Degraw (),tal ()
14898,1697380508665,2.4912791E9,647072.0,-701297.0,-953751.0
14899,1697380508779,2.49139226E9,647288.0,-701498.0,-954316.0
14900,1697380508892,2.49150541E9,647904.0,-701478.0,-954283.0
14901,1697380509005,2.49161856E9,647166.0,-701593.0,-954086.0
14902,1697380509118,2.49173171E9,647315.0,-700961.0,-954531.0
14903,1697380509232,2.49184486E9,647641.0,-701151.0,-953690.0
14904,1697380509344,2.49195802E9,647075.0,-701359.0,-954308.0
14905,1697380509457,2.49207117E9,647263.0,-701236.0,-954559.0
14906,1697380509571,2.49218432E9,647731.0,-701029.0,-953564.0
14907,1697380509683,2.49229747E9,646889.0,-701160.0,-954176.0
14908,1697380509797,2.49241062E9,647317.0,-700979.0,-954449.0
14909,1697380509909,2.49252378E9,647599.0,-700989.0,-953829.0
14910,1697380510022,2.49263693E9,647081.0,-701107.0,-954401.0
14911,1697380510137,2.49275008E9,647427.0,-700649.0,-954490.0
14912,1697380510249,2.49286323E9,647612.0,-701397.0,-954167.0
14913,1697380510362,2.49297638E9,646766.0,-701504.0,-953952.0
14914,1697380510475,2.49308954E9,647470.0,-701297.0,-954253.0
14915,1697380510590,2.49320269E9,647263.0,-701247.0,-953560.0
14916,1697380510701,2.49331584E9,646946.0,-701479.0,-954565.0
14917,1697380510814,2.49342899E9,647919.0,-701833.0,-954703.0
14918,1697380510929,2.49354214E9,647462.0,-701208.0,-954476.0
14919,1697380511041,2.4936553E9,647041.0,-701456.0,-954544.0
14920,1697380511154,2.49376845E9,647702.0,-700864.0,-955106.0
14921,1697380511267,2.4938816E9,646578.0,-701378.0,-954161.0
14922,1697380511381,2.49399475E9,646900.0,-701388.0,-954840.0
14923,1697380511494,2.4941079E9,647737.0,-701026.0,-954260.0
14924,1697380511607,2.49422106E9,647359.0,-700849.0,-954242.0
14925,1697380511720,2.49433421E9,646992.0,-701403.0,-954197.0
14926,1697380511834,2.49444736E9,648000.0,-701044.0,-953972.0
14927,1697380511947,2.49456051E9,646663.0,-701498.0,-954107.0
14928,1697380512060,2.49467366E9,646667.0,-701502.0,-954881.0
14929,1697380512173,2.49478682E9,647475.0,-701314.0,-954053.0
14930,1697380512287,2.49489997E9,646498.0,-701195.0,-954054.0
14931,1697380512399,2.49501312E9,647012.0,-701617.0,-954196.0
14932,1697380512512,2.49512627E9,646983.0,-701047.0,-954082.0
14933,1697380512625,2.49523942E9,646277.0,-701734.0,-953958.0
14934,1697380512739,2.49535258E9,646914.0,-701641.0,-954579.0
14935,1697380512852,2.49546573E9,646975.0,-701356.0,-954086.0
14936,1697380512966,2.49557888E9,646781.0,-701568.0,-954451.0
14937,1697380513078,2.49569203E9,647657.0,-701378.0,-954048.0
14938,1697380513191,2.49580518E9,647421.0,-701364.0,-953966.0
14939,1697380513304,2.49591834E9,646689.0,-701125.0,-954300.0
14940,1697380513417,2.49603149E9,646943.0,-701527.0,-954582.0
14941,1697380513531,2.49614464E9,647290.0,-701875.0,-954234.0
14942,1697380513645,2.49625779E9,646456.0,-701381.0,-954423.0
14943,1697380513757,2.49637094E9,647550.0,-701233.0,-954394.0
14944,1697380513870,2.4964841E9,646839.0,-701043.0,-953845.0
14945,1697380513984,2.49659725E9,646408.0,-701804.0,-954394.0
14946,1697380514097,2.4967104E9,646959.0,-701644.0,-954228.0
14947,1697380514209,2.49682355E9,646784.0,-701669.0,-954005.0
14948,1697380514323,2.4969367E9,646637.0,-701522.0,-954748.0
14949,1697380514436,2.49704986E9,647031.0,-701284.0,-954189.0
14950,1697380514550,2.49716301E9,646774.0,-701252.0,-954685.0
14951,1697380514663,2.49727616E9,646298.0,-701815.0,-954684.0
14952,1697380514776,2.49738931E9,647194.0,-701397.0,-953975.0
14953,1697380514890,2.49750246E9,646627.0,-701281.0,-954445.0
14954,1697380515002,2.49761562E9,646831.0,-701434.0,-954772.0
14955,1697380515115,2.49772877E9,646623.0,-701337.0,-954260.0
14956,1697380515229,2.49784192E9,646594.0,-701449.0,-954364.0
14957,1697380515341,2.49795507E9,646610.0,-701974.0,-954650.0
14958,1697380515454,2.49806822E9,646900.0,-701078.0,-954298.0
14959,1697380515568,2.49818138E9,646726.0,-701547.0,-954365.0
14960,1697380515681,2.49829453E9,646686.0,-701618.0,-954888.0
14961,1697380515794,2.49840768E9,646548.0,-701511.0,-954157.0
14962,1697380515908,2.49852109E9,646335.0,-701133.0,-953885.0
14963,1697380516020,2.49863424E9,646524.0,-701232.0,-954697.0
14964,1697380516134,2.49874739E9,646854.0,-701261.0,-954280.0
14965,1697380516247,2.49886054E9,646324.0,-701693.0,-954141.0
14966,1697380516360,2.4989737E9,646035.0,-701665.0,-954566.0
14967,1697380516474,2.49908685E9,646997.0,-701296.0,-953934.0
14968,1697380516586,2.4992E9,646056.0,-701521.0,-954363.0
14969,1697380516698,2.49931315E9,646473.0,-701502.0,-954610.0
14970,1697380516812,2.4994263E9,646627.0,-701265.0,-954002.0
14971,1697380516925,2.49953946E9,645830.0,-701493.0,-954581.0
14972,1697380517039,2.49965261E9,646539.0,-701665.0,-954272.0
14973,1697380517151,2.49976576E9,646469.0,-701576.0,-953791.0
14974,1697380517264,2.49987891E9,646386.0,-701637.0,-954551.0
14975,1697380517378,2.49999206E9,646801.0,-701455.0,-954358.0
14976,1697380517491,2.50010522E9,646150.0,-701355.0,-954053.0
14977,1697380517604,2.50021837E9,645885.0,-701861.0,-954422.0
14978,1697380517719,2.50033152E9,646957.0,-701383.0,-954811.0
14979,1697380517832,2.50044467E9,646259.0,-701476.0,-954245.0
14980,1697380517944,2.50055782E9,645811.0,-701623.0,-954596.0
14981,1697380518057,2.50067098E9,646268.0,-701626.0,-954353.0
14982,1697380518171,2.50078413E9,646379.0,-701629.0,-954293.0
14983,1697380518284,2.50089728E9,646239.0,-701974.0,-954245.0
14984,1697380518396,2.50101043E9,646620.0,-701408.0,-954912.0
14985,1697380518511,2.50112358E9,645976.0,-701651.0,-954291.0
14986,1697380518622,2.50123674E9,646124.0,-702020.0,-954835.0
14987,1697380518735,2.50134989E9,646715.0,-701323.0,-954386.0
14988,1697380518849,2.50146304E9,645949.0,-701422.0,-954225.0
14989,1697380518963,2.50157619E9,646307.0,-702080.0,-954345.0
14990,1697380519075,2.50168934E9,646394.0,-701006.0,-954066.0
14991,1697380519188,2.5018025E9,646044.0,-702260.0,-953450.0
14992,1697380519302,2.50191565E9,646122.0,-701556.0,-954547.0
14993,1697380519415,2.5020288E9,646931.0,-701380.0,-953932.0
14994,1697380519528,2.50214195E9,645748.0,-701951.0,-954119.0
14995,1697380519641,2.5022551E9,646138.0,-701481.0,-955212.0
14996,1697380519754,2.50236826E9,646279.0,-701274.0,-954536.0
14997,1697380519867,2.50248141E9,646105.0,-701834.0,-954368.0
14998,1697380519981,2.50259456E9,646301.0,-701492.0,-954714.0
14999,1697380520094,2.50270771E9,646687.0,-701426.0,-954197.0
15000,1697380520207,2.50282086E9,645914.0,-701936.0,-954217.0
15001,1697380520319,2.50293402E9,646400.0,-701567.0,-954367.0
15002,1697380520433,2.50304717E9,646289.0,-701508.0,-953879.0
15003,1697380520546,2.50316032E9,645567.0,-701798.0,-954244.0
15004,1697380520659,2.50327347E9,645787.0,-701758.0,-954864.0
15005,1697380520773,2.50338662E9,646260.0,-701773.0,-954069.0
15006,1697380520886,2.50349978E9,645694.0,-701219.0,-954440.0
15007,1697380520999,2.50361293E9,646071.0,-701680.0,-955089.0
15008,1697380521112,2.50372608E9,646141.0,-701645.0,-954198.0
15009,1697380521226,2.50383949E9,645971.0,-701848.0,-954916.0
15010,1697380521339,2.50395264E9,646342.0,-701374.0,-954347.0
15011,1697380521452,2.50406579E9,645886.0,-701660.0,-954304.0
15012,1697380521565,2.50417869E9,645783.0,-702167.0,-954681.0
15013,1697380521678,2.5042921E9,646164.0,-701177.0,-954338.0
15014,1697380521792,2.50440525E9,645548.0,-701634.0,-954341.0
15015,1697380521905,2.5045184E9,645973.0,-702145.0,-954599.0
15016,1697380522019,2.50463155E9,646152.0,-701847.0,-954118.0
15017,1697380522131,2.5047447E9,645321.0,-701759.0,-953892.0
15018,1697380522244,2.50485786E9,645780.0,-701849.0,-954457.0
15019,1697380522357,2.50497101E9,646132.0,-701420.0,-954642.0
15020,1697380522470,2.50508416E9,645608.0,-701368.0,-954274.0
15021,1697380522583,2.50519731E9,645750.0,-702032.0,-954343.0
15022,1697380522696,2.50531046E9,646177.0,-701310.0,-954525.0
15023,1697380522810,2.50542362E9,645957.0,-701907.0,-954380.0
15024,1697380522923,2.50553677E9,646375.0,-701871.0,-955323.0
15025,1697380523035,2.50564992E9,645983.0,-701472.0,-954312.0
15026,1697380523150,2.50576307E9,645778.0,-701726.0,-954825.0
15027,1697380523263,2.50587622E9,645681.0,-701943.0,-954693.0
15028,1697380523375,2.50598938E9,646044.0,-701431.0,-953890.0
15029,1697380523488,2.50610253E9,645525.0,-701571.0,-954415.0
15030,1697380523601,2.50621568E9,646159.0,-701727.0,-955003.0
15031,1697380523715,2.50632883E9,646080.0,-701702.0,-954051.0
15032,1697380523828,2.50644198E9,645211.0,-701770.0,-954565.0
15033,1697380523941,2.50655514E9,645974.0,-701929.0,-955083.0
15034,1697380524055,2.50666829E9,646204.0,-701680.0,-953992.0
15035,1697380524167,2.50678144E9,645279.0,-701325.0,-954342.0
15036,1697380524281,2.50689459E9,646270.0,-701711.0,-954517.0
15037,1697380524395,2.50700774E9,645794.0,-701494.0,-954352.0
15038,1697380524508,2.5071209E9,645111.0,-701940.0,-954496.0
15039,1697380524620,2.50723405E9,646461.0,-701990.0,-954571.0
15040,1697380524733,2.5073472E9,645580.0,-701378.0,-954400.0
15041,1697380524847,2.50746061E9,645986.0,-702017.0,-954940.0
15042,1697380524960,2.50757376E9,645794.0,-701536.0,-954723.0
15043,1697380525073,2.50768691E9,645770.0,-701701.0,-954374.0
15044,1697380525185,2.50780006E9,645540.0,-702017.0,-954502.0
15045,1697380525300,2.50791322E9,646123.0,-702226.0,-954262.0
15046,1697380525413,2.50802637E9,645549.0,-701828.0,-954107.0
15047,1697380525526,2.50813952E9,645461.0,-702289.0,-954880.0
15048,1697380525639,2.50825267E9,646341.0,-701618.0,-954617.0
15049,1697380525753,2.50836582E9,645449.0,-701768.0,-954535.0
15050,1697380525865,2.50847898E9,645691.0,-702004.0,-954926.0
15051,1697380525978,2.50859213E9,645617.0,-701402.0,-954712.0
15052,1697380526092,2.50870528E9,645310.0,-701712.0,-954417.0
15053,1697380526205,2.50881843E9,645260.0,-701585.0,-954765.0
15054,1697380526317,2.50893158E9,646224.0,-701281.0,-954695.0
15055,1697380526431,2.50904474E9,645017.0,-701898.0,-954674.0
15056,1697380526544,2.50915789E9,645870.0,-702055.0,-954842.0
15057,1697380526658,2.5092713E9,645926.0,-701674.0,-954381.0
15058,1697380526771,2.50938445E9,645606.0,-701619.0,-954455.0
15059,1697380526883,2.5094976E9,645222.0,-701925.0,-955001.0
15060,1697380526997,2.50961075E9,646008.0,-701537.0,-954623.0
15061,1697380527110,2.5097239E9,645102.0,-701847.0,-954382.0
15062,1697380527224,2.50983706E9,646161.0,-702172.0,-954391.0
15063,1697380527336,2.50995021E9,645461.0,-701578.0,-954582.0
15064,1697380527449,2.51006336E9,644974.0,-701539.0,-955003.0
15065,1697380527562,2.51017651E9,645624.0,-701620.0,-954928.0
15066,1697380527676,2.51028966E9,646316.0,-702271.0,-954303.0
15067,1697380527788,2.51040282E9,645069.0,-702067.0,-954204.0
15068,1697380527902,2.51051597E9,646058.0,-702013.0,-954499.0
15069,1697380528015,2.51062912E9,645955.0,-701763.0,-954313.0
15070,1697380528129,2.51074227E9,645713.0,-702294.0,-954335.0
15071,1697380528242,2.51085542E9,645932.0,-701855.0,-954994.0
15072,1697380528355,2.51096858E9,645684.0,-701889.0,-954282.0
15073,1697380528469,2.51108173E9,644807.0,-702302.0,-955334.0
15074,1697380528580,2.51119488E9,645608.0,-702297.0,-954896.0
15075,1697380528695,2.51130803E9,645479.0,-701919.0,-954384.0
15076,1697380528808,2.51142118E9,645042.0,-701892.0,-954875.0
15077,1697380528920,2.51153434E9,645529.0,-701792.0,-954955.0
15078,1697380529033,2.51164749E9,645348.0,-701921.0,-954766.0
15079,1697380529146,2.51176064E9,645000.0,-701786.0,-955014.0
15080,1697380529260,2.51187379E9,645897.0,-701495.0,-954880.0
15081,1697380529372,2.51198694E9,645149.0,-701971.0,-954420.0
15082,1697380529486,2.5121001E9,645594.0,-702086.0,-954994.0
15083,1697380529600,2.51221325E9,646044.0,-701546.0,-954484.0
15084,1697380529713,2.51232666E9,645548.0,-702002.0,-954459.0
15085,1697380529826,2.51243981E9,645247.0,-702209.0,-955048.0
15086,1697380529940,2.51255296E9,646073.0,-701801.0,-954136.0
15087,1697380530051,2.51266611E9,645056.0,-701860.0,-954442.0
15088,1697380530165,2.51277926E9,645549.0,-701749.0,-954786.0
15089,1697380530278,2.51289242E9,645713.0,-702129.0,-954538.0
15090,1697380530391,2.51300557E9,644932.0,-702049.0,-954229.0
15091,1697380530505,2.51311872E9,645463.0,-702583.0,-954858.0
15092,1697380530618,2.51323187E9,645916.0,-702049.0,-953851.0
15093,1697380530731,2.51334502E9,645416.0,-702046.0,-954355.0
15094,1697380530845,2.51345818E9,645180.0,-702144.0,-954965.0
15095,1697380530957,2.51357133E9,645534.0,-701721.0,-954440.0
15096,1697380531070,2.51368448E9,644822.0,-702202.0,-955103.0
15097,1697380531184,2.51379763E9,644997.0,-702207.0,-954823.0
15098,1697380531297,2.51391078E9,645828.0,-701642.0,-954244.0
15099,1697380531411,2.51402394E9,645247.0,-702237.0,-954618.0
15100,1697380531523,2.51413709E9,646438.0,-701977.0,-954341.0
15101,1697380531637,2.51425024E9,645237.0,-701212.0,-954439.0
15102,1697380531750,2.51436339E9,644971.0,-702370.0,-954821.0
15103,1697380531863,2.5144768E9,645394.0,-701877.0,-954672.0
15104,1697380531977,2.51458995E9,645494.0,-702058.0,-953908.0
15105,1697380532089,2.5147031E9,645269.0,-702257.0,-954759.0
15106,1697380532201,2.51481626E9,645369.0,-702205.0,-954068.0
15107,1697380532315,2.51492941E9,644322.0,-701915.0,-954528.0
15108,1697380532429,2.51504256E9,644954.0,-702023.0,-954792.0
15109,1697380532541,2.51515571E9,645496.0,-702038.0,-954470.0
15110,1697380532655,2.51526886E9,645123.0,-702093.0,-954244.0
15111,1697380532768,2.51538202E9,644825.0,-702302.0,-955243.0
15112,1697380532882,2.51549517E9,645646.0,-701718.0,-955194.0
15113,1697380532995,2.51560832E9,644589.0,-701777.0,-954261.0
15114,1697380533107,2.51572147E9,645303.0,-702208.0,-954922.0
15115,1697380533221,2.51583462E9,645293.0,-702123.0,-954106.0
15116,1697380533335,2.51594778E9,645479.0,-702169.0,-954710.0
15117,1697380533448,2.51606093E9,645233.0,-702517.0,-954474.0
15118,1697380533560,2.51617408E9,645476.0,-701871.0,-954360.0
15119,1697380533673,2.51628723E9,645216.0,-702201.0,-954605.0
15120,1697380533786,2.51640038E9,645111.0,-702723.0,-955056.0
15121,1697380533901,2.51651379E9,645559.0,-701752.0,-954784.0
15122,1697380534013,2.51662694E9,644743.0,-702191.0,-954341.0
15123,1697380534126,2.5167401E9,645304.0,-702396.0,-955018.0
15124,1697380534238,2.51685325E9,645638.0,-701740.0,-954368.0
15125,1697380534352,2.5169664E9,644301.0,-701859.0,-954281.0
15126,1697380534466,2.51707955E9,644922.0,-702183.0,-954787.0
15127,1697380534579,2.5171927E9,644562.0,-702236.0,-954693.0
15128,1697380534693,2.51730586E9,644290.0,-702306.0,-954779.0
15129,1697380534805,2.51741901E9,644663.0,-702674.0,-954609.0
15130,1697380534919,2.51753216E9,644803.0,-702146.0,-954354.0
15131,1697380535032,2.51764531E9,644581.0,-702125.0,-954792.0
15132,1697380535144,2.51775846E9,645225.0,-701979.0,-954262.0
15133,1697380535257,2.51787162E9,644831.0,-702021.0,-954330.0
15134,1697380535370,2.51798477E9,644518.0,-702352.0,-954781.0
15135,1697380535483,2.51809792E9,644982.0,-702095.0,-954393.0
15136,1697380535596,2.51821107E9,644588.0,-702002.0,-954039.0
15137,1697380535711,2.51832422E9,644516.0,-702174.0,-954883.0
15138,1697380535824,2.51843738E9,644986.0,-702392.0,-954460.0
15139,1697380535937,2.51855053E9,644502.0,-702316.0,-954419.0
15140,1697380536049,2.51866368E9,644891.0,-702206.0,-955264.0
15141,1697380536163,2.51877683E9,644948.0,-702055.0,-954703.0
15142,1697380536276,2.51888998E9,644796.0,-702483.0,-954742.0
15143,1697380536389,2.51900314E9,644774.0,-702291.0,-955169.0
15144,1697380536503,2.51911629E9,644952.0,-702046.0,-954407.0
15145,1697380536616,2.51922944E9,644648.0,-702209.0,-954463.0
15146,1697380536728,2.51934259E9,644499.0,-701870.0,-955216.0
15147,1697380536843,2.51945574E9,644815.0,-701613.0,-954453.0
15148,1697380536956,2.51956915E9,644336.0,-702272.0,-954333.0
15149,1697380537067,2.5196823E9,644344.0,-701742.0,-954810.0
15150,1697380537181,2.51979546E9,644889.0,-701908.0,-954340.0
15151,1697380537295,2.51990861E9,644341.0,-702384.0,-954360.0
15152,1697380537408,2.52002176E9,644803.0,-702540.0,-955516.0
15153,1697380537521,2.52013491E9,644979.0,-701951.0,-954871.0
15154,1697380537635,2.52024806E9,644296.0,-702130.0,-954224.0
15155,1697380537747,2.52036122E9,644372.0,-701942.0,-954916.0
15156,1697380537861,2.52047437E9,644506.0,-701677.0,-954453.0
15157,1697380537973,2.52058752E9,644435.0,-702442.0,-955012.0
15158,1697380538087,2.52070067E9,644918.0,-702233.0,-955022.0
15159,1697380538200,2.52081382E9,644699.0,-702539.0,-954112.0
15160,1697380538312,2.52092698E9,644624.0,-702376.0,-955370.0
15161,1697380538426,2.52104013E9,644752.0,-701785.0,-954801.0
15162,1697380538539,2.52115328E9,644507.0,-702422.0,-954217.0
15163,1697380538652,2.52126643E9,644081.0,-702315.0,-954970.0
15164,1697380538766,2.52137958E9,644954.0,-702169.0,-954608.0
15165,1697380538878,2.52149274E9,644417.0,-701879.0,-954844.0
15166,1697380538991,2.52160589E9,644040.0,-702589.0,-955360.0
15167,1697380539106,2.52171904E9,645327.0,-701788.0,-954577.0
15168,1697380539218,2.52183219E9,644344.0,-702100.0,-954310.0
15169,1697380539331,2.52194534E9,644214.0,-702297.0,-955155.0
15170,1697380539444,2.5220585E9,645120.0,-702300.0,-954927.0
15171,1697380539557,2.52217165E9,644343.0,-702346.0,-954864.0
15172,1697380539671,2.5222848E9,644328.0,-702238.0,-954909.0
15173,1697380539785,2.52239795E9,644499.0,-702144.0,-954686.0
15174,1697380539897,2.5225111E9,643979.0,-702627.0,-954464.0
15175,1697380540010,2.52262426E9,644190.0,-702414.0,-955262.0
15176,1697380540123,2.52273741E9,644594.0,-702300.0,-954633.0
15177,1697380540237,2.52285056E9,643456.0,-702702.0,-954927.0
15178,1697380540350,2.52296371E9,644330.0,-702304.0,-954948.0
15179,1697380540462,2.52307686E9,644673.0,-702069.0,-954959.0
15180,1697380540577,2.52319002E9,644554.0,-702399.0,-954428.0
15181,1697380540688,2.52330317E9,644577.0,-702485.0,-955051.0
15182,1697380540802,2.52341632E9,644891.0,-702087.0,-954853.0
15183,1697380540916,2.52352947E9,644353.0,-702513.0,-954804.0
15184,1697380541028,2.52364262E9,644576.0,-702357.0,-954768.0
15185,1697380541142,2.52375578E9,644586.0,-702470.0,-954306.0
15186,1697380541255,2.52386893E9,644382.0,-702211.0,-955387.0
15187,1697380541367,2.52398208E9,644566.0,-701865.0,-955068.0
15188,1697380541482,2.52409523E9,644948.0,-702525.0,-954650.0
15189,1697380541595,2.52420838E9,644350.0,-702909.0,-955078.0
15190,1697380541707,2.52432154E9,644595.0,-702172.0,-954554.0
15191,1697380541820,2.52443469E9,645026.0,-702195.0,-954694.0
15192,1697380541933,2.52454784E9,644296.0,-702638.0,-954794.0
15193,1697380542046,2.52466099E9,644997.0,-702144.0,-955144.0
15194,1697380542161,2.52477414E9,644600.0,-701945.0,-954492.0
15195,1697380542273,2.5248873E9,644114.0,-702463.0,-954877.0
15196,1697380542386,2.52500045E9,644876.0,-702108.0,-954919.0
15197,1697380542500,2.5251136E9,644121.0,-702240.0,-954841.0
15198,1697380542612,2.52522675E9,644335.0,-702806.0,-955378.0
15199,1697380542726,2.5253399E9,644701.0,-702336.0,-954700.0
15200,1697380542840,2.52545306E9,644433.0,-702293.0,-954796.0
15201,1697380542952,2.52556621E9,644498.0,-702631.0,-955293.0
15202,1697380543066,2.52567936E9,645040.0,-702429.0,-954682.0
15203,1697380543179,2.52579251E9,644929.0,-702551.0,-955072.0
15204,1697380543292,2.52590566E9,644556.0,-702934.0,-955010.0
15205,1697380543405,2.52601882E9,644446.0,-701526.0,-954883.0
15206,1697380543518,2.52613197E9,644102.0,-702769.0,-954469.0
15207,1697380543631,2.52624512E9,644552.0,-702704.0,-955184.0
15208,1697380543745,2.52635827E9,644951.0,-702619.0,-954689.0
15209,1697380543857,2.52647142E9,644553.0,-702534.0,-955133.0
15210,1697380543971,2.52658458E9,644557.0,-702703.0,-955006.0
15211,1697380544085,2.52669773E9,644905.0,-702272.0,-954455.0
15212,1697380544197,2.52681088E9,644326.0,-702700.0,-955114.0
15213,1697380544310,2.52692403E9,644667.0,-702478.0,-954684.0
15214,1697380544424,2.52703718E9,644811.0,-702759.0,-953966.0
15215,1697380544537,2.52715034E9,643952.0,-702660.0,-954849.0
15216,1697380544650,2.52726349E9,644366.0,-702379.0,-954798.0
15217,1697380544762,2.52737664E9,644589.0,-702112.0,-954589.0
15218,1697380544877,2.52748979E9,644255.0,-702406.0,-954829.0
15219,1697380544989,2.52760294E9,644665.0,-702544.0,-955430.0
15220,1697380545103,2.52771635E9,644117.0,-702663.0,-954559.0
15221,1697380545216,2.5278295E9,644203.0,-702877.0,-954396.0
15222,1697380545328,2.52794266E9,644901.0,-702307.0,-954930.0
15223,1697380545442,2.52805581E9,644654.0,-701962.0,-954636.0
15224,1697380545555,2.52816896E9,644125.0,-702810.0,-955687.0
15225,1697380545667,2.52828211E9,645334.0,-702135.0,-954989.0
15226,1697380545781,2.52839526E9,644819.0,-701942.0,-954480.0
15227,1697380545894,2.52850842E9,644488.0,-702271.0,-955171.0
15228,1697380546007,2.52862157E9,645061.0,-702798.0,-955089.0
15229,1697380546121,2.52873472E9,644546.0,-702208.0,-954428.0
15230,1697380546234,2.52884787E9,643765.0,-702853.0,-954719.0
15231,1697380546347,2.52896102E9,645162.0,-702431.0,-954832.0
15232,1697380546460,2.52907418E9,644197.0,-702301.0,-954575.0
15233,1697380546573,2.52918733E9,644858.0,-702561.0,-954946.0
15234,1697380546687,2.52930048E9,644886.0,-702415.0,-955012.0
15235,1697380546799,2.52941363E9,644621.0,-701801.0,-955004.0
15236,1697380546913,2.52952678E9,644301.0,-702532.0,-955264.0
15237,1697380547027,2.52963994E9,644451.0,-702055.0,-954704.0
15238,1697380547139,2.52975309E9,644742.0,-702459.0,-954390.0
15239,1697380547252,2.5298665E9,644380.0,-702574.0,-954835.0
15240,1697380547366,2.52997965E9,645423.0,-702317.0,-955057.0
15241,1697380547478,2.5300928E9,644485.0,-702791.0,-955110.0
15242,1697380547593,2.53020595E9,644341.0,-702722.0,-955297.0
15243,1697380547705,2.5303191E9,644783.0,-701972.0,-954436.0
15244,1697380547819,2.53043226E9,644954.0,-702523.0,-954816.0
15245,1697380547931,2.53054541E9,644654.0,-702645.0,-954781.0
15246,1697380548045,2.53065856E9,644819.0,-702296.0,-954486.0
15247,1697380548157,2.53077171E9,644745.0,-702397.0,-954806.0
15248,1697380548270,2.53088486E9,645301.0,-702776.0,-954855.0
15249,1697380548385,2.53099802E9,644591.0,-702218.0,-954549.0
15250,1697380548498,2.53111117E9,644440.0,-702507.0,-955079.0
15251,1697380548610,2.53122432E9,644445.0,-702566.0,-955014.0
15252,1697380548724,2.53133747E9,644911.0,-702208.0,-954704.0
15253,1697380548837,2.53145062E9,644490.0,-702336.0,-955076.0
15254,1697380548950,2.53156378E9,644930.0,-702326.0,-955288.0
15255,1697380549064,2.53167693E9,644931.0,-702392.0,-954754.0
15256,1697380549176,2.53179008E9,644422.0,-702283.0,-955921.0
15257,1697380549290,2.53190323E9,645132.0,-702636.0,-954913.0
15258,1697380549402,2.53201664E9,644494.0,-702753.0,-954385.0
15259,1697380549517,2.53212979E9,644675.0,-702297.0,-955558.0
15260,1697380549629,2.53224294E9,644858.0,-702524.0,-954760.0
15261,1697380549742,2.5323561E9,644221.0,-702549.0,-954346.0
15262,1697380549855,2.53246925E9,644230.0,-702840.0,-954879.0
15263,1697380549968,2.5325824E9,644756.0,-702357.0,-954936.0
15264,1697380550081,2.53269555E9,644875.0,-702473.0,-955045.0
15265,1697380550195,2.5328087E9,645274.0,-702858.0,-954810.0
15266,1697380550308,2.53292186E9,644761.0,-702591.0,-955417.0
15267,1697380550421,2.53303501E9,644141.0,-702928.0,-955324.0
15268,1697380550534,2.53314816E9,644281.0,-702412.0,-954911.0
15269,1697380550647,2.53326131E9,644722.0,-702382.0,-954861.0
15270,1697380550761,2.53337446E9,644302.0,-702239.0,-954458.0
15271,1697380550874,2.53348762E9,643619.0,-702208.0,-954881.0
15272,1697380550987,2.53360102E9,644759.0,-702586.0,-954664.0
15273,1697380551099,2.53371418E9,644418.0,-703024.0,-954201.0
15274,1697380551213,2.53382733E9,644501.0,-702605.0,-954855.0
15275,1697380551326,2.53394048E9,644998.0,-701960.0,-954529.0
15276,1697380551439,2.53405363E9,644416.0,-702837.0,-954982.0
15277,1697380551553,2.53416678E9,644874.0,-701965.0,-955203.0
15278,1697380551666,2.53427994E9,644781.0,-702067.0,-954494.0
15279,1697380551779,2.53439309E9,644207.0,-702589.0,-955347.0
15280,1697380551892,2.53450624E9,644881.0,-702461.0,-955336.0
15281,1697380552006,2.53461939E9,643932.0,-702132.0,-954648.0
15282,1697380552119,2.53473254E9,644328.0,-702595.0,-955193.0
15283,1697380552231,2.5348457E9,644678.0,-703000.0,-955342.0
15284,1697380552345,2.53495885E9,644382.0,-701989.0,-954322.0
15285,1697380552458,2.535072E9,644262.0,-702777.0,-955274.0
15286,1697380552570,2.53518515E9,644795.0,-702398.0,-954885.0
15287,1697380552684,2.5352983E9,644905.0,-702698.0,-954759.0
15288,1697380552798,2.53541146E9,643896.0,-702924.0,-955562.0
15289,1697380552910,2.53552461E9,645446.0,-702205.0,-955450.0
15290,1697380553024,2.53563776E9,644868.0,-702297.0,-954929.0
15291,1697380553136,2.53575091E9,644159.0,-702350.0,-955181.0
15292,1697380553250,2.53586406E9,644910.0,-702283.0,-955220.0
15293,1697380553363,2.53597747E9,644596.0,-702153.0,-954804.0
15294,1697380553476,2.53609062E9,643993.0,-702749.0,-955574.0
15295,1697380553589,2.53620378E9,644982.0,-702441.0,-955069.0
15296,1697380553703,2.53631693E9,644321.0,-702398.0,-954618.0
15297,1697380553816,2.53643008E9,644628.0,-702404.0,-954995.0
15298,1697380553929,2.53654323E9,645077.0,-702552.0,-954696.0
15299,1697380554042,2.53665638E9,644335.0,-702777.0,-954931.0
15300,1697380554156,2.53676954E9,644775.0,-702227.0,-955226.0
15301,1697380554269,2.53688269E9,645086.0,-702250.0,-954906.0
15302,1697380554382,2.53699584E9,644068.0,-702672.0,-954898.0
15303,1697380554495,2.53710899E9,644369.0,-702770.0,-955385.0
15304,1697380554608,2.53722214E9,644870.0,-702697.0,-954484.0
15305,1697380554722,2.5373353E9,644046.0,-702308.0,-954761.0
15306,1697380554834,2.53744845E9,644905.0,-703148.0,-954771.0
15307,1697380554948,2.5375616E9,644936.0,-702638.0,-954641.0
