Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
488,1702727351572,1.3403224E8,148.0515
489,1702727351572,1.34032584E8,148.25604
490,1702727351572,1.34032928E8,148.50076
491,1702727351572,1.34033272E8,148.82222
492,1702727351572,1.34033616E8,147.27682
493,1702727351573,1.3403396E8,148.99352
494,1702727351573,1.34034304E8,147.38254
495,1702727351573,1.34034656E8,148.95169
496,1702727351574,1.34035E8,149.14436
497,1702727351574,1.34035344E8,148.19972
498,1702727351574,1.34035688E8,151.12126
499,1702727351576,1.34036032E8,149.82452
500,1702727351576,1.34036384E8,150.72865
501,1702727351576,1.34036728E8,150.38675
502,1702727351576,1.34037072E8,151.66406
503,1702727351577,1.34037416E8,150.85349
504,1702727351577,1.3403776E8,151.80966
505,1702727351577,1.34038104E8,150.90718
506,1702727351578,1.34038448E8,152.66568
507,1702727351578,1.340388E8,151.5715
508,1702727351578,1.34039144E8,151.64923
509,1702727351580,1.34039488E8,153.08136
510,1702727351580,1.34039832E8,152.27933
511,1702727351580,1.34040176E8,153.12515
512,1702727351580,1.3404052E8,152.98322
513,1702727351580,1.34040864E8,151.96906
514,1702727351580,1.34041216E8,152.79976
515,1702727351581,1.3404156E8,153.99304
516,1702727351581,1.34041904E8,154.1403
517,1702727351581,1.34042248E8,152.32182
518,1702727351581,1.34042592E8,153.54742
519,1702727351582,1.34042944E8,152.11334
520,1702727351582,1.34043288E8,153.0705
521,1702727351582,1.34043632E8,151.92723
522,1702727351583,1.34043976E8,152.3228
523,1702727351583,1.3404432E8,153.03062
524,1702727351583,1.34044664E8,152.6166
525,1702727351586,1.34045008E8,151.77638
526,1702727351586,1.3404536E8,152.03558
527,1702727351586,1.34045704E8,150.57646
528,1702727351586,1.34046048E8,151.30208
529,1702727351586,1.34046392E8,149.74646
530,1702727351586,1.34046736E8,150.25896
531,1702727351586,1.3404708E8,151.28166
532,1702727351587,1.34047424E8,149.40489
533,1702727351587,1.34047776E8,149.37064
534,1702727351587,1.3404812E8,149.86964
535,1702727351589,1.34048464E8,149.7863
536,1702727351589,1.34048808E8,150.97963
537,1702727351589,1.34049152E8,147.84564
538,1702727351589,1.34049504E8,148.60915
539,1702727351589,1.34049848E8,149.18784
540,1702727351589,1.34050192E8,149.02972
541,1702727351590,1.34050536E8,148.84166
542,1702727351590,1.3405088E8,148.53206
543,1702727351590,1.34051224E8,148.95267
544,1702727351592,1.34051568E8,148.94904
545,1702727351592,1.3405192E8,148.62001
546,1702727351592,1.34052264E8,145.5993
547,1702727351592,1.34052608E8,149.27676
548,1702727351592,1.34052952E8,147.47508
549,1702727351592,1.34053296E8,148.00769
550,1702727351594,1.3405364E8,148.397
551,1702727351594,1.34053992E8,148.94608
552,1702727351594,1.34054336E8,149.14073
553,1702727351594,1.3405468E8,148.87494
554,1702727351594,1.34055024E8,149.22606
555,1702727351594,1.34055368E8,149.8568
556,1702727351595,1.34055712E8,150.17003
557,1702727351595,1.34056064E8,149.91345
558,1702727351595,1.34056408E8,150.32747
559,1702727351596,1.34056752E8,151.66144
560,1702727351596,1.34057096E8,152.08205
561,1702727351596,1.3405744E8,150.20232
562,1702727351597,1.34057784E8,152.40977
563,1702727351597,1.34058128E8,150.71384
564,1702727351597,1.3405848E8,151.52705
565,1702727351597,1.34058824E8,151.73093
566,1702727351599,1.34059168E8,152.70915
567,1702727351599,1.34059512E8,151.70293
568,1702727351599,1.34059856E8,152.20425
569,1702727351599,1.34060208E8,152.04382
570,1702727351599,1.34060552E8,151.51485
571,1702727351600,1.34060896E8,153.16502
