Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
484,1702662653400,5261171.0,130.67844
485,1702662653400,5261517.0,130.81259
486,1702662653402,5261862.0,130.86497
487,1702662653402,5262207.0,132.00243
488,1702662653402,5262553.0,130.5705
489,1702662653402,5262898.0,134.0118
490,1702662653402,5263243.0,131.07135
491,1702662653402,5263589.0,130.7856
492,1702662653403,5263934.0,131.22574
493,1702662653403,5264279.0,130.97571
494,1702662653403,5264625.0,130.80466
495,1702662653405,5264970.0,130.54471
496,1702662653405,5265315.0,131.00229
497,1702662653405,5265660.0,132.28142
498,1702662653405,5266006.0,130.88165
499,1702662653405,5266351.0,131.8151
500,1702662653405,5266696.0,130.62964
501,1702662653406,5267041.0,131.5615
502,1702662653406,5267387.0,130.23196
503,1702662653406,5267732.0,130.97888
504,1702662653407,5268078.0,133.67247
505,1702662653407,5268423.0,132.78505
506,1702662653407,5268768.0,129.21199
507,1702662653409,5269113.0,133.82288
508,1702662653409,5269459.0,132.99382
509,1702662653409,5269804.0,132.1711
510,1702662653409,5270149.0,133.12517
511,1702662653409,5270495.0,135.13574
512,1702662653411,5270840.0,131.16739
513,1702662653411,5271185.0,133.70898
514,1702662653411,5271531.0,133.96259
515,1702662653411,5271876.0,131.62617
516,1702662653411,5272221.0,131.82065
517,1702662653411,5272567.0,131.0781
518,1702662653412,5272912.0,132.12306
519,1702662653412,5273257.0,132.30363
520,1702662653412,5273603.0,133.65103
521,1702662653414,5273948.0,131.46107
522,1702662653414,5274293.0,132.49138
523,1702662653414,5274639.0,131.52934
524,1702662653414,5274984.0,133.35179
525,1702662653414,5275329.0,131.6754
526,1702662653414,5275675.0,130.98325
527,1702662653415,5276020.0,132.29173
528,1702662653415,5276365.0,132.0536
529,1702662653415,5276711.0,130.53
530,1702662653416,5277056.0,133.23352
531,1702662653416,5277401.0,132.83864
532,1702662653416,5277747.0,131.79167
533,1702662653417,5278092.0,129.6942
534,1702662653417,5278437.0,132.26595
535,1702662653417,5278782.0,131.6619
536,1702662653418,5279128.0,131.41425
537,1702662653418,5279473.0,131.50792
538,1702662653418,5279818.0,131.96233
539,1702662653419,5280164.0,131.05588
540,1702662653419,5280509.0,131.84962
541,1702662653419,5280854.0,132.21434
542,1702662653421,5281200.0,131.31583
543,1702662653421,5281545.0,133.34187
544,1702662653421,5281890.0,132.01155
545,1702662653421,5282236.0,131.88097
546,1702662653421,5282581.0,130.28911
547,1702662653421,5282926.0,132.32152
548,1702662653422,5283272.0,133.30377
549,1702662653422,5283617.0,132.14767
